"","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
"1",38,"Female","SRET_EW","EW_instructions","","","","","","","","0","","170131","","__","phase_002_subj_2"
"2",38,"Female","SRET_EW","EW_practice","self","Negative","ability","刻板","","","","j","no","4775","","self_Negative_ability","phase_002_subj_2"
"3",38,"Female","SRET_EW","EW_practice","friend","Positive","morality","忠实","","","","f","yes","1002","","friend_Positive_morality","phase_002_subj_2"
"4",38,"Female","SRET_EW","EW_practice","friend","Negative","morality","徇私","","","","j","no","1513","","friend_Negative_morality","phase_002_subj_2"
"5",38,"Female","SRET_EW","EW_practice","self","Positive","ability","严谨","","","","f","yes","921","","self_Positive_ability","phase_002_subj_2"
"6",38,"Female","SRET_EW","prac_instructions","","","","","","","","0","","7101","","__","phase_002_subj_2"
"7",38,"Female","SRET","EW_formal","self","Positive","morality","坚贞","","","","f","yes","726","","self_Positive_morality","phase_002_subj_2"
"8",38,"Female","SRET","EW_formal","friend","Positive","ability","务实","","","","f","yes","609","","friend_Positive_ability","phase_002_subj_2"
"9",38,"Female","SRET","EW_formal","self","Negative","morality","说谎","","","","j","no","554","","self_Negative_morality","phase_002_subj_2"
"10",38,"Female","SRET","EW_formal","friend","Negative","ability","迷糊","","","","j","no","1099","","friend_Negative_ability","phase_002_subj_2"
"11",38,"Female","SRET","EW_formal","self","Negative","morality","失信","","","","f","yes","975","","self_Negative_morality","phase_002_subj_2"
"12",38,"Female","SRET","EW_formal","friend","Negative","morality","龌龊","","","","j","no","788","","friend_Negative_morality","phase_002_subj_2"
"13",38,"Female","SRET","EW_formal","self","Positive","ability","智慧","","","","j","no","1094","","self_Positive_ability","phase_002_subj_2"
"14",38,"Female","SRET","EW_formal","friend","Positive","morality","孝顺","","","","f","yes","1291","","friend_Positive_morality","phase_002_subj_2"
"15",38,"Female","SRET","EW_formal","self","Negative","morality","虚伪","","","","f","yes","1156","","self_Negative_morality","phase_002_subj_2"
"16",38,"Female","SRET","EW_formal","friend","Negative","ability","逞能","","","","j","no","1123","","friend_Negative_ability","phase_002_subj_2"
