"X","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
1,451,"Male","SRET_EW","EW_instructions","","","","","",NA,"","0","","7609",NA,"__","phase_018_subj_70"
2,451,"Male","SRET_EW","EW_practice","self","Negative","ability","刻板","",NA,"","f","no","1384",NA,"self_Negative_ability","phase_018_subj_70"
3,451,"Male","SRET_EW","EW_practice","self","Positive","ability","严谨","",NA,"","j","yes","797",NA,"self_Positive_ability","phase_018_subj_70"
4,451,"Male","SRET_EW","EW_practice","friend","Negative","morality","徇私","",NA,"","f","no","764",NA,"friend_Negative_morality","phase_018_subj_70"
5,451,"Male","SRET_EW","EW_practice","friend","Positive","morality","忠实","",NA,"","j","yes","517",NA,"friend_Positive_morality","phase_018_subj_70"
6,451,"Male","SRET_EW","prac_instructions","","","","","",NA,"","0","","2330",NA,"__","phase_018_subj_70"
7,451,"Male","SRET","EW_formal","friend","Negative","ability","迷糊","",NA,"","f","no","1514",NA,"friend_Negative_ability","phase_018_subj_70"
8,451,"Male","SRET","EW_formal","self","Positive","morality","坚贞","",NA,"","j","yes","729",NA,"self_Positive_morality","phase_018_subj_70"
9,451,"Male","SRET","EW_formal","friend","Positive","ability","务实","",NA,"","j","yes","1346",NA,"friend_Positive_ability","phase_018_subj_70"
10,451,"Male","SRET","EW_formal","self","Negative","morality","说谎","",NA,"","f","no","720",NA,"self_Negative_morality","phase_018_subj_70"
11,451,"Male","SRET","EW_formal","self","Negative","ability","无知","",NA,"","f","no","881",NA,"self_Negative_ability","phase_018_subj_70"
12,451,"Male","SRET","EW_formal","self","Positive","ability","努力","",NA,"","j","yes","572",NA,"self_Positive_ability","phase_018_subj_70"
13,451,"Male","SRET","EW_formal","self","Positive","ability","敏捷","",NA,"","j","yes","573",NA,"self_Positive_ability","phase_018_subj_70"
14,451,"Male","SRET","EW_formal","friend","Positive","ability","远见","",NA,"","j","yes","856",NA,"friend_Positive_ability","phase_018_subj_70"
15,451,"Male","SRET","EW_formal","friend","Positive","morality","爱国","",NA,"","j","yes","630",NA,"friend_Positive_morality","phase_018_subj_70"
16,451,"Male","SRET","EW_formal","self","Positive","ability","有力","",NA,"","j","yes","676",NA,"self_Positive_ability","phase_018_subj_70"
17,451,"Male","SRET","EW_formal","friend","Negative","morality","自私","",NA,"","f","no","763",NA,"friend_Negative_morality","phase_018_subj_70"
18,451,"Male","SRET","EW_formal","self","Negative","morality","刻薄","",NA,"","f","no","774",NA,"self_Negative_morality","phase_018_subj_70"
19,451,"Male","SRET","EW_formal","friend","Positive","ability","勤奋","",NA,"","j","yes","592",NA,"friend_Positive_ability","phase_018_subj_70"
20,451,"Male","SRET","EW_formal","self","Negative","morality","下流","",NA,"","f","no","600",NA,"self_Negative_morality","phase_018_subj_70"
21,451,"Male","SRET","EW_formal","friend","Positive","ability","中用","",NA,"","j","yes","1112",NA,"friend_Positive_ability","phase_018_subj_70"
22,451,"Male","SRET","EW_formal","self","Positive","morality","宽容","",NA,"","j","yes","899",NA,"self_Positive_morality","phase_018_subj_70"
23,451,"Male","SRET","EW_formal","self","Positive","ability","思辨","",NA,"","null","","null",NA,"self_Positive_ability","phase_018_subj_70"
24,451,"Male","SRET","EW_formal","friend","Negative","morality","偏私","",NA,"","f","no","933",NA,"friend_Negative_morality","phase_018_subj_70"
25,451,"Male","SRET","EW_formal","friend","Negative","ability","业余","",NA,"","f","no","1007",NA,"friend_Negative_ability","phase_018_subj_70"
26,451,"Male","SRET","EW_formal","self","Negative","ability","差生","",NA,"","f","no","645",NA,"self_Negative_ability","phase_018_subj_70"
27,451,"Male","SRET","EW_formal","self","Negative","morality","缺德","",NA,"","f","no","794",NA,"self_Negative_morality","phase_018_subj_70"
28,451,"Male","SRET","EW_formal","friend","Negative","ability","驽钝","",NA,"","f","no","808",NA,"friend_Negative_ability","phase_018_subj_70"
29,451,"Male","SRET","EW_formal","self","Negative","morality","奸诈","",NA,"","f","no","649",NA,"self_Negative_morality","phase_018_subj_70"
30,451,"Male","SRET","EW_formal","friend","Negative","morality","邪恶","",NA,"","f","no","784",NA,"friend_Negative_morality","phase_018_subj_70"
31,451,"Male","SRET","EW_formal","self","Negative","morality","不仁","",NA,"","f","no","616",NA,"self_Negative_morality","phase_018_subj_70"
32,451,"Male","SRET","EW_formal","self","Negative","morality","狡诈","",NA,"","f","no","560",NA,"self_Negative_morality","phase_018_subj_70"
33,451,"Male","SRET","EW_formal","friend","Negative","ability","浅薄","",NA,"","f","no","529",NA,"friend_Negative_ability","phase_018_subj_70"
34,451,"Male","SRET","EW_formal","self","Positive","ability","毅力","",NA,"","j","yes","612",NA,"self_Positive_ability","phase_018_subj_70"
35,451,"Male","SRET","EW_formal","friend","Positive","morality","好心","",NA,"","j","yes","614",NA,"friend_Positive_morality","phase_018_subj_70"
36,451,"Male","SRET","EW_formal","friend","Positive","ability","无敌","",NA,"","j","yes","991",NA,"friend_Positive_ability","phase_018_subj_70"
37,451,"Male","SRET","EW_formal","friend","Positive","morality","高尚","",NA,"","j","yes","624",NA,"friend_Positive_morality","phase_018_subj_70"
38,451,"Male","SRET","EW_formal","friend","Positive","ability","沉着","",NA,"","j","yes","664",NA,"friend_Positive_ability","phase_018_subj_70"
39,451,"Male","SRET","EW_formal","self","Negative","ability","无能","",NA,"","f","no","578",NA,"self_Negative_ability","phase_018_subj_70"
40,451,"Male","SRET","EW_formal","self","Positive","morality","义气","",NA,"","j","yes","716",NA,"self_Positive_morality","phase_018_subj_70"
41,451,"Male","SRET","EW_formal","self","Negative","ability","无助","",NA,"","f","no","646",NA,"self_Negative_ability","phase_018_subj_70"
42,451,"Male","SRET","EW_formal","friend","Negative","ability","拖延","",NA,"","f","no","682",NA,"friend_Negative_ability","phase_018_subj_70"
43,451,"Male","SRET","EW_formal","self","Positive","ability","能干","",NA,"","j","yes","672",NA,"self_Positive_ability","phase_018_subj_70"
44,451,"Male","SRET","EW_formal","self","Positive","morality","善良","",NA,"","j","yes","617",NA,"self_Positive_morality","phase_018_subj_70"
45,451,"Male","SRET","EW_formal","self","Negative","morality","贪污","",NA,"","f","no","496",NA,"self_Negative_morality","phase_018_subj_70"
