"","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
"1",111,"Male","SRET_EW","EW_instructions","","","","","","","","0","","7269","","__","phase_020_subj_2"
"2",111,"Male","SRET_EW","EW_practice","friend","Negative","morality","徇私","","","","j","yes","1779","","friend_Negative_morality","phase_020_subj_2"
"3",111,"Male","SRET_EW","EW_practice","self","Negative","ability","刻板","","","","j","yes","1055","","self_Negative_ability","phase_020_subj_2"
"4",111,"Male","SRET_EW","EW_practice","self","Positive","ability","严谨","","","","j","yes","792","","self_Positive_ability","phase_020_subj_2"
"5",111,"Male","SRET_EW","EW_practice","friend","Positive","morality","忠实","","","","j","yes","947","","friend_Positive_morality","phase_020_subj_2"
"6",111,"Male","SRET_EW","prac_instructions","","","","","","","","0","","4488","","__","phase_020_subj_2"
"7",111,"Male","SRET","EW_formal","friend","Positive","ability","务实","","","","j","yes","866","","friend_Positive_ability","phase_020_subj_2"
"8",111,"Male","SRET","EW_formal","friend","Negative","ability","迷糊","","","","f","no","1168","","friend_Negative_ability","phase_020_subj_2"
"9",111,"Male","SRET","EW_formal","self","Negative","morality","说谎","","","","j","yes","1776","","self_Negative_morality","phase_020_subj_2"
"10",111,"Male","SRET","EW_formal","self","Positive","morality","坚贞","","","","j","yes","1399","","self_Positive_morality","phase_020_subj_2"
"11",111,"Male","SRET","EW_formal","self","Positive","ability","远见","","","","j","yes","1960","","self_Positive_ability","phase_020_subj_2"
"12",111,"Male","SRET","EW_formal","friend","Negative","ability","怠惰","","","","f","no","1353","","friend_Negative_ability","phase_020_subj_2"
"13",111,"Male","SRET","EW_formal","self","Positive","ability","顶事","","","","j","yes","1010","","self_Positive_ability","phase_020_subj_2"
"14",111,"Male","SRET","EW_formal","friend","Positive","morality","高洁","","","","f","no","1186","","friend_Positive_morality","phase_020_subj_2"
"15",111,"Male","SRET","EW_formal","friend","Negative","morality","自私","","","","j","yes","1491","","friend_Negative_morality","phase_020_subj_2"
"16",111,"Male","SRET","EW_formal","self","Positive","morality","清廉","","","","null","","null","","self_Positive_morality","phase_020_subj_2"
"17",111,"Male","SRET","EW_formal","friend","Positive","ability","变通","","","","f","no","1415","","friend_Positive_ability","phase_020_subj_2"
"18",111,"Male","SRET","EW_formal","self","Negative","morality","诡诈","","","","f","no","1951","","self_Negative_morality","phase_020_subj_2"
"19",111,"Male","SRET","EW_formal","friend","Positive","ability","果决","","","","j","yes","1385","","friend_Positive_ability","phase_020_subj_2"
"20",111,"Male","SRET","EW_formal","self","Negative","morality","利己","","","","j","yes","1480","","self_Negative_morality","phase_020_subj_2"
"21",111,"Male","SRET","EW_formal","friend","Negative","ability","犹豫","","","","f","no","1517","","friend_Negative_ability","phase_020_subj_2"
"22",111,"Male","SRET","EW_formal","self","Negative","ability","庸碌","","","","j","yes","1179","","self_Negative_ability","phase_020_subj_2"
"23",111,"Male","SRET","EW_formal","self","Positive","ability","全才","","","","j","yes","733","","self_Positive_ability","phase_020_subj_2"
"24",111,"Male","SRET","EW_formal","self","Positive","morality","守法","","","","j","yes","1006","","self_Positive_morality","phase_020_subj_2"
"25",111,"Male","SRET","EW_formal","friend","Negative","ability","拖延","","","","f","no","1165","","friend_Negative_ability","phase_020_subj_2"
"26",111,"Male","SRET","EW_formal","self","Positive","ability","独立","","","","f","no","1627","","self_Positive_ability","phase_020_subj_2"
"27",111,"Male","SRET","EW_formal","friend","Positive","morality","爱国","","","","j","yes","1475","","friend_Positive_morality","phase_020_subj_2"
"28",111,"Male","SRET","EW_formal","friend","Negative","ability","废物","","","","f","no","1119","","friend_Negative_ability","phase_020_subj_2"
"29",111,"Male","SRET","EW_formal","friend","Negative","ability","逞能","","","","f","no","1445","","friend_Negative_ability","phase_020_subj_2"
"30",111,"Male","SRET","EW_formal","friend","Negative","ability","无助","","","","f","no","974","","friend_Negative_ability","phase_020_subj_2"
"31",111,"Male","SRET","EW_formal","friend","Negative","morality","罪恶","","","","f","no","850","","friend_Negative_morality","phase_020_subj_2"
"32",111,"Male","SRET","EW_formal","friend","Positive","morality","义气","","","","j","yes","765","","friend_Positive_morality","phase_020_subj_2"
"33",111,"Male","SRET","EW_formal","friend","Positive","morality","淡泊","","","","j","yes","863","","friend_Positive_morality","phase_020_subj_2"
"34",111,"Male","SRET","EW_formal","self","Negative","morality","不孝","","","","f","no","1100","","self_Negative_morality","phase_020_subj_2"
"35",111,"Male","SRET","EW_formal","friend","Positive","morality","敬业","","","","j","yes","890","","friend_Positive_morality","phase_020_subj_2"
"36",111,"Male","SRET","EW_formal","friend","Positive","ability","娴熟","","","","j","yes","1096","","friend_Positive_ability","phase_020_subj_2"
"37",111,"Male","SRET","EW_formal","self","Positive","morality","礼貌","","","","j","yes","684","","self_Positive_morality","phase_020_subj_2"
"38",111,"Male","SRET","EW_formal","friend","Positive","ability","上进","","","","j","yes","1123","","friend_Positive_ability","phase_020_subj_2"
"39",111,"Male","SRET","EW_formal","self","Negative","morality","不良","","","","f","no","948","","self_Negative_morality","phase_020_subj_2"
"40",111,"Male","SRET","EW_formal","self","Negative","ability","粗心","","","","j","yes","1006","","self_Negative_ability","phase_020_subj_2"
"41",111,"Male","SRET","EW_formal","self","Positive","morality","守时","","","","j","yes","1137","","self_Positive_morality","phase_020_subj_2"
"42",111,"Male","SRET","EW_formal","friend","Negative","morality","无赖","","","","f","no","925","","friend_Negative_morality","phase_020_subj_2"
"43",111,"Male","SRET","EW_formal","self","Negative","ability","愚蠢","","","","f","no","854","","self_Negative_ability","phase_020_subj_2"
"44",111,"Male","SRET","EW_formal","self","Positive","morality","侠义","","","","j","yes","726","","self_Positive_morality","phase_020_subj_2"
"45",111,"Male","SRET","EW_formal","friend","Positive","ability","懂行","","","","j","yes","1163","","friend_Positive_ability","phase_020_subj_2"
"46",111,"Male","SRET","EW_formal","friend","Negative","morality","卑鄙","","","","f","no","694","","friend_Negative_morality","phase_020_subj_2"
"47",111,"Male","SRET","EW_formal","self","Negative","ability","外行","","","","f","no","1105","","self_Negative_ability","phase_020_subj_2"
"48",111,"Male","SRET","EW_formal","self","Positive","morality","宽容","","","","j","yes","850","","self_Positive_morality","phase_020_subj_2"
"49",111,"Male","SRET","EW_formal","self","Positive","ability","中用","","","","j","yes","965","","self_Positive_ability","phase_020_subj_2"
