"","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Sex","ID"
"11",571,1,1,2,1,1,2,1,1,2,1,1,-2,1,-3,-2,-2,-1,-1,-1,3,2,2,4,1,1,1,1,2,2,2,4,3,4,2,2,2,2,3,2,3,1,3,2,1,1,3,2,2,1,3,3,2,1,1,2,2,2,3,3,1,3,1,2,7,2,3,1,7,3,1,3,2,2,3,3,7,3,2,"Male",NA
"12",592,5,4,3,3,4,4,2,3,4,4,4,2,1,1,3,1,1,3,3,5,4,5,4,4,3,3,4,2,3,4,3,5,6,2,4,2,5,6,3,2,3,3,5,2,6,2,7,1,4,1,6,2,6,2,2,4,5,5,2,3,3,1,1,6,3,7,2,6,6,2,3,1,2,6,7,6,1,3,"Female","phase_015_subj_39"
"13",389,7,7,7,7,7,5,5,5,5,5,5,3,3,3,2,3,3,3,3,5,5,5,5,1,5,5,5,5,5,8,7,8,8,8,7,8,8,8,7,7,7,7,7,6,7,1,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Male",NA
"14",322,6,6,6,5,5,5,4,4,5,5,5,3,-2,1,-1,-1,-2,2,1,5,4,2,5,4,5,4,4,4,4,4,4,7,6,6,4,4,7,6,3,5,1,2,5,2,3,3,5,2,2,2,2,2,2,6,3,4,2,3,3,3,3,2,2,6,2,5,5,7,5,3,7,2,3,3,2,6,2,3,"Female",NA
"15",507,6,5,6,3,4,5,4,4,5,5,5,2,1,-1,1,2,3,2,2,4,4,5,5,4,5,4,3,4,5,6,5,7,6,5,6,7,6,5,5,7,6,6,7,3,6,1,5,6,4,3,4,2,5,5,5,5,6,6,3,3,2,4,5,6,3,7,5,6,6,4,7,7,4,7,6,7,5,4,"Male",NA
"16",223,6,6,6,4,3,4,3,4,4,4,5,3,2,2,2,1,2,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,6,6,5,6,7,7,6,6,4,6,5,3,6,1,6,5,4,5,5,3,5,3,6,3,5,5,1,4,3,6,1,7,1,4,1,7,7,2,1,1,6,5,1,2,1,2,"Male",NA
"17",25,5,5,5,5,4,4,4,4,4,4,5,2,2,1,1,1,2,2,2,5,4,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,5,6,5,5,5,3,5,5,6,5,5,3,3,5,5,5,5,6,6,6,3,3,3,3,2,5,3,6,6,5,6,5,6,5,3,6,5,5,3,5,"Male",NA
"18",459,6,5,7,6,6,5,4,5,5,5,5,2,1,2,1,3,1,2,3,5,5,5,5,5,4,5,5,5,4,3,4,2,7,2,8,6,5,6,7,3,2,7,7,5,6,1,7,3,7,6,6,3,5,5,6,3,3,7,3,3,3,2,3,7,3,6,6,7,7,3,6,1,7,5,6,6,5,4,"Female",NA
"19",89,3,2,3,1,3,4,1,2,3,2,5,-1,1,-3,1,-3,-1,-2,1,5,4,5,4,4,3,4,2,4,3,5,6,3,7,4,4,5,5,6,2,3,3,3,3,2,2,2,3,2,3,2,3,3,1,5,3,3,3,2,2,3,4,3,3,6,5,5,2,7,7,3,5,2,2,3,2,3,2,5,"Female",NA
"20",375,7,6,7,6,6,5,5,5,5,5,5,2,1,1,-2,2,3,2,3,5,4,5,5,5,4,4,4,5,5,7,9,6,9,7,3,8,7,9,7,6,3,3,7,2,7,2,6,6,2,1,6,1,2,6,6,7,6,6,3,2,1,2,2,5,2,6,7,7,6,7,7,6,1,6,3,7,3,6,"Male","phase_015_subj_21"
"21",458,6,6,7,5,2,4,4,4,5,4,5,2,-1,2,-1,2,3,2,2,5,4,5,4,3,1,3,4,3,5,5,6,5,6,5,5,6,5,5,6,5,4,6,5,4,5,6,6,5,5,4,7,5,2,5,6,4,6,6,3,6,3,3,2,6,6,4,5,6,4,5,3,3,2,7,3,1,3,6,"Female",NA
"22",201,4,4,3,3,2,4,4,4,5,5,4,1,-1,-1,1,-3,1,2,2,4,4,5,5,4,4,5,4,4,3,5,6,5,5,5,6,5,6,7,4,5,5,6,4,4,3,6,4,4,3,3,5,4,3,6,3,4,5,6,3,3,3,6,4,6,5,5,6,5,5,5,5,5,3,6,3,5,2,6,"Male",NA
"23",448,6,6,6,6,5,5,2,4,4,4,5,1,1,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,3,5,5,5,5,3,5,7,5,7,5,5,5,3,5,5,5,5,3,3,3,5,3,5,3,5,3,5,3,5,3,5,7,1,3,5,3,5,3,5,"Female",NA
"24",672,6,6,7,6,5,4,5,4,5,5,5,2,1,2,2,2,3,2,2,5,4,5,4,4,4,4,4,5,4,6,6,7,7,4,7,7,6,8,4,6,4,7,5,6,6,6,6,5,6,5,5,6,6,7,5,7,6,6,2,6,3,6,5,6,7,6,6,6,6,7,6,6,3,7,7,6,6,7,"Male",NA
"25",6,5,4,5,5,6,5,4,4,4,4,5,-2,-1,2,2,-1,1,2,1,5,5,4,4,5,4,4,5,4,4,6,5,3,6,4,5,5,4,6,5,3,6,5,4,2,5,3,3,2,5,3,6,3,3,6,4,4,5,4,2,5,6,5,3,6,5,5,6,5,5,6,4,5,6,5,5,6,3,5,"Male",NA
"26",430,5,4,5,5,6,4,4,4,5,5,5,-1,-1,1,2,-2,2,2,1,4,4,4,4,5,4,5,4,5,4,6,5,3,5,5,4,4,4,5,6,2,5,6,5,3,6,3,6,4,5,2,6,3,3,5,5,4,5,5,3,5,5,6,2,5,7,5,6,5,5,6,5,5,6,5,5,5,3,6,"Male",NA
"27",76,5,5,6,4,3,4,3,4,4,4,5,2,-1,2,1,2,1,3,2,5,4,5,4,4,3,4,3,4,4,6,8,7,7,6,7,7,6,8,4,5,4,6,5,3,6,5,6,5,5,4,5,4,6,4,5,5,5,6,3,6,4,5,5,6,5,7,6,5,3,4,5,3,3,4,3,6,3,6,"Female",NA
"28",691,6,5,7,5,7,5,5,4,4,5,5,-3,-1,1,1,-3,3,2,3,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,4,4,4,5,5,2,6,5,5,3,6,2,4,3,5,2,5,2,3,6,5,4,5,4,3,6,6,5,3,6,5,5,7,6,5,7,5,5,6,6,5,5,3,6,"Male",NA
"29",67,3,3,5,2,2,4,2,3,3,4,4,2,-1,-1,3,1,1,1,2,4,2,5,2,2,2,5,2,2,5,7,8,3,7,8,2,7,3,8,5,2,2,4,5,3,6,3,3,3,5,2,4,2,2,3,5,2,5,2,2,2,6,5,3,6,3,6,3,7,3,5,7,3,2,3,2,7,4,5,"Male",NA
"30",599,3,2,2,1,1,3,2,2,3,4,4,-2,1,-1,2,-1,1,1,2,4,2,5,2,2,4,4,3,4,4,4,6,7,7,5,6,4,6,6,5,3,3,4,2,2,5,5,4,3,3,3,6,6,3,3,3,4,3,3,3,3,2,2,3,5,2,4,5,5,7,3,5,4,3,2,3,3,3,4,"Male",NA
"31",322,5,5,6,4,3,5,4,4,5,5,4,1,1,2,2,-1,1,2,1,4,3,5,3,2,5,5,4,5,4,6,7,7,7,6,7,6,7,8,5,5,5,5,6,3,5,6,5,5,4,3,6,5,4,3,5,5,4,5,3,3,3,2,4,5,3,6,5,5,7,5,6,5,3,3,3,2,3,3,"Female",NA
"32",513,7,6,6,6,6,2,3,4,2,2,5,2,1,1,1,2,2,2,1,5,4,5,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,5,5,5,4,6,5,3,5,5,6,5,5,2,5,4,4,5,5,5,6,3,3,3,3,3,3,5,3,6,5,5,3,3,5,4,3,3,2,5,3,5,"Female",NA
"33",369,4,4,5,4,3,5,3,2,4,3,5,-1,-1,-1,-1,1,1,1,1,4,4,5,5,4,4,4,4,4,4,6,6,6,7,6,7,7,7,7,5,3,5,4,4,3,4,2,4,3,4,3,4,5,3,5,4,4,4,4,3,3,3,3,3,5,3,4,4,6,6,4,4,5,3,4,2,4,3,4,"Female",NA
"34",12,7,7,7,7,7,5,4,4,5,5,5,3,-1,3,1,-1,1,3,1,5,4,5,5,4,3,4,4,4,4,5,5,4,8,7,3,7,5,5,6,7,5,5,4,2,6,1,5,4,4,2,4,3,2,5,5,6,5,3,3,4,3,7,5,6,3,7,7,7,7,7,7,4,4,6,3,7,4,6,"Male",NA
"35",568,6,5,6,4,3,4,3,4,4,5,4,3,-1,2,1,2,2,3,2,5,4,5,4,4,3,4,3,4,4,6,8,7,7,6,6,7,6,7,4,5,4,6,5,3,6,3,6,5,5,3,6,4,5,4,5,5,5,6,3,5,5,5,5,7,5,6,6,5,5,5,5,3,3,5,2,5,3,6,"Female",NA
"36",103,3,2,2,1,3,4,2,5,5,5,4,1,2,1,3,1,2,2,3,4,4,5,5,5,4,4,5,4,5,6,5,7,7,6,5,8,5,6,5,2,3,2,2,3,5,1,6,3,3,3,6,3,2,3,4,4,3,2,2,5,3,3,2,5,5,6,7,7,6,5,5,4,2,5,3,7,3,4,"Female",NA
"37",23,5,6,6,5,3,4,4,4,4,4,4,2,-1,1,2,1,1,1,2,5,4,5,5,4,3,4,5,4,4,5,6,4,6,4,4,6,4,6,6,6,6,6,6,5,6,3,6,6,5,4,3,4,6,6,6,6,6,6,3,5,3,3,3,6,6,5,5,5,5,5,6,5,5,6,3,2,5,5,"Female",NA
"38",526,6,4,5,5,6,5,2,5,5,5,4,2,2,2,2,1,2,2,2,5,5,4,4,4,4,4,4,4,4,8,7,6,7,7,6,8,8,8,6,3,3,5,6,3,6,2,5,2,3,3,4,3,5,5,5,3,5,2,2,3,2,3,2,6,3,6,4,4,7,6,7,4,1,3,3,6,3,5,"Female",NA
"39",417,5,4,6,6,5,4,4,5,4,5,4,-2,-2,1,2,-3,2,1,1,4,5,5,4,4,5,5,4,4,5,5,5,4,6,4,4,5,4,5,5,1,6,5,5,2,5,2,2,4,5,3,6,2,3,6,5,4,5,4,3,5,6,6,3,7,5,5,5,6,6,5,5,6,6,5,5,5,3,7,"Male",NA
