"","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","friend_name","Sex","ID"
"13",524,5,5,4,3,3,3,2,3,2,2,3,1,-1,1,2,1,2,1,1,4,5,2,4,4,3,3,4,4,4,7,9,5,6,7,8,8,8,7,5,4,4,5,5,4,4,2,5,4,4,3,5,2,6,5,5,4,4,4,5,5,6,5,4,5,5,5,6,4,6,6,5,5,5,5,6,4,5,5,"杨","Male","phase_019_subj_40"
"14",646,6,7,6,5,3,5,4,4,5,5,4,2,-3,1,-2,-2,2,1,2,5,4,5,5,4,3,4,4,5,4,5,6,5,7,3,4,6,5,6,4,3,2,5,5,3,5,1,6,4,3,3,7,5,3,5,6,6,3,6,3,2,3,1,4,3,4,5,5,7,7,1,7,1,4,2,5,5,3,2,"刘","Male","phase_019_subj_50"
"15",105,3,2,2,1,1,4,3,2,4,4,4,1,1,-2,1,-1,1,1,1,4,4,4,4,4,2,2,2,2,2,2,3,2,4,2,3,4,3,4,2,5,3,3,3,3,3,2,4,2,1,3,4,3,1,3,3,3,4,3,3,1,3,1,3,5,3,5,3,2,3,1,3,1,3,1,3,5,2,5,"粟","Male","phase_019_subj_9"
"16",88,5,6,6,2,5,3,4,4,4,5,4,2,-2,1,3,1,2,1,2,4,5,5,5,5,4,4,2,4,4,6,6,5,5,7,6,7,8,8,5,6,3,7,6,3,7,1,5,2,6,3,3,5,5,6,5,6,3,5,3,5,3,3,1,6,5,6,7,7,7,5,7,7,7,7,7,6,6,6,"王","Male","phase_019_subj_8"
"17",424,2,5,4,3,5,1,2,5,4,5,5,2,-1,1,3,-2,2,2,3,5,4,5,5,4,4,5,4,4,5,3,3,4,5,1,3,4,4,5,5,5,6,7,5,1,6,4,7,3,5,3,2,3,3,4,3,6,7,6,3,2,2,1,3,7,2,6,3,7,7,3,7,6,6,7,3,6,5,7,"张","Female","phase_019_subj_34"
"18",146,6,5,5,6,5,4,4,4,5,5,4,1,1,2,2,1,3,2,3,5,4,5,5,3,3,4,3,5,4,7,8,7,9,7,7,7,8,6,5,6,4,5,6,5,6,6,5,5,6,6,5,7,5,6,5,4,6,6,5,6,5,5,5,7,6,6,7,6,7,6,6,6,6,6,7,7,6,7,"温","Female","phase_019_subj_14"
"19",70,5,4,5,4,3,3,3,4,4,5,4,2,-1,1,3,2,1,3,2,5,4,5,5,5,3,3,2,4,3,6,5,4,5,4,5,6,6,7,5,4,5,6,6,3,6,2,5,4,4,3,5,5,6,4,5,4,3,4,3,3,2,2,3,6,2,5,2,7,2,3,5,4,2,4,6,7,3,4,"施","Male","phase_019_subj_6"
"20",63,6,5,5,7,6,4,3,4,5,4,5,2,1,1,3,-1,1,2,2,4,5,4,5,3,3,5,3,4,4,6,7,5,8,6,7,6,5,8,5,6,5,4,5,6,4,1,6,4,4,6,5,7,5,5,4,2,5,4,3,4,4,3,3,5,4,7,7,4,7,6,4,4,3,7,3,6,4,5,"王","Male","phase_019_subj_5"
"21",202,5,5,6,5,2,4,2,4,5,4,4,1,-1,-1,3,-1,1,1,2,4,4,4,4,2,2,4,4,4,4,5,8,6,5,7,5,7,7,9,4,7,4,4,1,4,7,7,7,7,7,4,4,4,7,7,4,4,1,4,2,4,3,7,4,3,6,7,7,7,3,7,7,7,4,7,4,7,4,3,"孙","Male","phase_019_subj_19"
"22",352,3,2,2,3,3,4,3,2,3,4,4,2,1,-1,-1,-2,-1,1,1,4,4,5,4,2,3,3,3,2,2,3,4,5,4,4,4,4,3,3,3,3,3,3,3,3,5,3,3,4,4,3,5,4,3,3,3,3,4,3,3,3,2,2,3,4,3,3,3,4,3,4,3,2,2,3,3,5,2,3,"胡","Male","phase_019_subj_29"
"23",39,3,3,4,5,2,4,3,2,4,4,5,3,-1,1,2,-1,1,2,3,5,4,5,5,5,4,3,3,5,3,5,5,4,5,3,4,6,4,7,5,3,3,4,6,2,7,1,5,4,3,3,6,4,3,4,5,5,5,4,3,6,4,2,3,6,3,7,7,7,7,5,6,6,1,7,2,6,3,4,"宋","Male","phase_019_subj_4"
"24",341,4,5,5,4,3,4,2,4,3,3,5,2,2,1,2,2,2,3,2,5,4,5,4,4,4,4,4,4,4,5,6,5,7,6,6,5,6,7,6,5,3,5,5,2,6,4,6,2,5,2,6,6,5,6,5,3,2,5,3,3,3,3,3,6,6,6,6,7,4,3,4,3,2,5,3,6,3,6,"袁","Male","phase_019_subj_26"
"25",394,7,7,7,6,6,5,2,5,5,5,5,2,1,2,-2,1,2,2,3,5,5,5,5,5,4,4,4,4,4,7,6,7,8,7,6,8,7,8,6,3,5,5,6,2,2,4,5,3,4,2,5,5,4,5,6,6,6,2,3,4,5,3,2,7,6,7,7,7,7,7,7,7,7,7,1,7,3,6,"吕","Female","phase_019_subj_31"
"26",192,7,6,6,5,4,4,3,5,4,4,4,2,-1,3,2,1,2,2,3,5,4,5,4,4,3,5,4,5,4,7,5,8,8,6,8,5,7,7,6,4,3,6,6,3,6,4,5,1,4,3,5,4,3,3,2,4,3,2,3,4,2,3,1,5,3,6,5,7,5,5,7,5,2,4,3,7,3,4,"廖","Female","phase_019_subj_18"
"27",232,2,4,4,3,2,4,1,2,3,4,4,-2,1,-3,-2,-1,1,2,2,5,3,5,4,4,4,4,3,4,3,6,6,7,9,4,1,3,8,5,7,3,2,3,1,3,4,4,2,2,1,3,2,4,3,3,4,2,3,2,3,3,3,2,2,5,2,4,3,4,1,5,6,1,3,3,3,2,2,4,"王","Female","phase_019_subj_20"
"28",162,6,5,5,3,4,4,3,4,5,5,4,2,1,1,2,2,2,1,2,5,5,5,5,5,4,4,3,4,4,4,3,4,5,4,4,4,5,5,6,4,2,6,4,3,2,4,5,4,4,3,6,4,3,4,4,5,6,6,3,3,2,3,3,7,4,6,6,6,4,5,6,6,2,6,5,4,3,6,"赵","Female","phase_019_subj_15"
"29",274,7,6,6,5,4,4,4,5,1,5,5,2,2,1,3,3,3,2,3,5,5,5,5,5,4,5,5,5,5,8,9,7,9,7,7,9,9,9,6,6,7,6,7,2,5,4,7,3,6,3,7,2,7,5,7,4,7,6,2,7,6,7,4,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,"陈","Male","phase_019_subj_23"
"30",344,6,6,6,6,4,4,3,4,5,5,5,3,3,2,2,2,1,3,3,5,4,5,4,4,4,4,4,4,4,6,6,6,6,5,4,6,6,7,6,5,2,4,6,1,5,4,6,3,5,2,6,2,4,5,6,2,6,6,2,5,2,2,2,4,5,2,7,6,7,6,7,4,4,6,3,7,5,2,"杨","Male","phase_019_subj_27"
"31",315,5,4,5,3,4,4,4,2,4,4,4,1,-1,1,2,1,1,1,2,5,5,5,5,4,4,4,3,4,4,5,4,6,5,4,4,4,4,5,5,4,3,5,4,5,4,6,4,3,3,4,3,7,3,5,3,4,3,5,3,3,4,5,5,6,5,6,4,5,6,3,6,5,4,3,7,6,3,5,"郑","Female","phase_019_subj_25"
"32",667,5,5,6,4,2,4,4,5,5,5,1,2,-3,-1,2,-1,2,2,1,4,5,5,5,2,4,2,5,4,5,7,5,5,6,8,6,6,6,6,6,3,6,6,5,6,6,5,6,2,6,4,6,5,6,6,6,2,3,6,4,2,3,1,2,6,7,2,7,6,6,2,2,2,2,2,2,1,5,1,"张","Male","phase_019_subj_52"
"33",691,7,7,7,6,6,4,4,4,5,5,5,2,1,1,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,3,4,6,7,6,5,3,4,6,3,4,2,6,5,3,2,7,4,5,5,5,5,6,3,1,6,2,7,2,3,2,7,3,5,4,4,3,2,5,3,2,4,2,5,"王","Female","phase_019_subj_54"
"34",509,4,3,3,3,2,2,2,2,3,2,5,1,2,1,2,-2,-1,1,1,5,4,5,5,4,2,2,2,3,3,2,6,4,5,4,6,4,4,5,4,2,2,2,3,2,3,4,3,2,2,2,4,3,3,3,3,2,3,3,2,3,2,1,1,2,2,4,3,5,3,3,6,5,1,3,6,3,1,3,"刘","Female","phase_019_subj_39"
"35",111,6,7,7,6,3,5,3,3,4,4,5,1,1,2,1,-1,2,2,2,5,5,5,5,4,3,4,3,4,4,5,5,6,8,7,5,7,8,8,5,5,4,5,5,3,3,2,5,4,4,3,5,4,3,5,5,4,4,4,3,4,4,5,5,5,4,5,6,5,6,5,7,7,6,6,3,6,3,5,"韩","Female","phase_019_subj_10"
"36",374,5,5,5,6,4,2,4,4,4,4,5,2,2,-2,1,1,2,3,3,5,4,4,4,2,4,4,2,4,4,6,7,7,8,6,8,7,8,6,4,5,5,3,3,3,6,6,4,3,3,2,6,3,2,3,3,6,3,3,2,3,3,1,1,3,3,5,5,4,3,5,2,3,3,3,6,3,2,6,"胡","Female","phase_019_subj_30"
"37",443,1,1,1,1,2,2,2,2,3,2,2,2,3,2,1,-1,2,2,2,4,4,4,5,4,4,4,3,4,4,4,4,3,5,5,4,5,3,4,4,5,3,6,6,3,6,4,6,5,5,3,4,2,2,5,6,2,6,3,2,3,1,2,1,3,1,5,1,3,1,2,1,1,1,1,1,2,1,3,"陈","Female","phase_019_subj_36"
"38",245,5,3,3,5,3,4,3,4,4,3,5,-1,1,2,-2,-2,1,2,2,4,4,4,4,4,3,3,3,2,4,3,5,7,6,5,6,5,7,6,5,2,4,6,6,2,5,6,5,3,3,3,3,5,4,5,3,3,5,5,3,4,3,3,2,7,4,4,3,5,3,3,6,2,2,4,3,7,3,6,"钱","Female","phase_019_subj_21"
"39",618,3,3,3,3,2,5,3,2,3,3,5,3,-1,-1,-1,-3,1,2,1,5,5,5,5,4,4,4,4,4,4,4,4,3,6,6,4,4,4,3,6,4,3,3,4,3,6,2,3,2,3,2,3,2,3,5,3,7,6,2,2,3,2,3,2,7,2,5,5,4,3,3,7,2,1,3,3,3,3,3,"李","Female","phase_019_subj_45"
"40",635,5,4,4,5,3,3,3,4,4,4,4,-1,-1,1,-1,1,1,2,2,4,4,4,4,4,3,4,4,3,4,4,4,5,5,4,4,4,5,5,4,5,5,5,5,3,5,2,5,4,4,4,5,3,4,5,4,4,6,5,3,4,3,4,3,5,3,6,6,6,4,4,5,3,3,6,6,6,6,6,"吴","Female","phase_019_subj_48"
"41",36,4,3,3,2,2,2,4,2,3,3,5,2,2,-1,1,-2,-2,3,2,5,5,4,4,4,4,4,5,5,4,6,9,6,6,4,4,6,6,7,6,2,4,4,6,2,5,3,3,3,3,3,5,2,3,5,2,4,3,2,3,4,5,3,1,7,6,7,6,5,4,6,7,4,5,6,7,1,4,6,"苏","Female","phase_019_subj_3"
"42",142,3,4,3,3,1,4,4,4,4,4,4,1,1,-1,-1,-1,1,2,2,4,4,5,4,4,4,4,4,4,4,5,5,5,5,4,4,6,5,7,5,4,2,5,5,4,6,6,5,3,3,3,5,3,5,2,5,4,2,3,3,3,4,4,3,6,3,5,3,5,3,7,7,4,3,6,4,5,5,6,"郭","Female","phase_019_subj_13"
"43",644,4,4,5,3,3,4,3,4,4,4,5,3,-1,1,2,1,2,2,2,5,4,5,3,1,2,3,3,2,2,2,3,5,4,1,5,4,4,5,4,3,6,4,6,2,3,1,4,7,3,3,5,4,3,2,4,7,5,6,2,3,2,3,3,7,3,7,7,7,2,3,7,1,3,7,2,7,2,3,"邱","Male","phase_019_subj_49"
"44",26,1,3,2,3,1,2,2,2,2,2,4,1,1,1,1,-2,1,1,-1,4,4,5,4,3,2,3,3,3,3,3,2,6,4,2,4,4,4,4,4,6,5,4,5,4,5,4,2,5,1,5,4,3,4,5,4,6,6,5,2,3,3,2,3,4,5,4,2,4,2,2,4,1,2,1,2,1,2,5,"王","Female","phase_019_subj_2"
"45",531,5,3,4,5,2,5,2,3,5,4,5,3,2,-1,2,-2,1,2,2,5,4,5,4,4,4,5,2,3,3,4,3,5,4,2,7,4,7,7,6,6,6,2,7,2,3,2,3,5,2,2,7,2,4,2,3,3,7,2,1,3,1,1,1,3,1,4,1,6,7,1,2,1,1,3,7,1,2,2,"江","Female","phase_019_subj_42"
