Num,UserId,Subject IDs,Subject Name,Time,Duration,Source,Source Details,IP,NodeId,Node,Env_Q1,Env_Q2,Env_Q3,Env_Q4,Env_Q5,
序号,用户ID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,节点id,节点名称,1、您当前是否处于一个安静的环境？,2、您当前设备的网络环境是否稳定？,3、您是否已经退出电脑上登陆的所有可能弹窗的相关软件 ？,4、您的手机是否也保持熄屏状态，或者不在视线范围内 ？,5、您是否平放电脑，并且保持身体挺直？,
1,	775105837449613314,	800307256397799425,	以后看见我请让我滚去学习,	2024-01-18 10:30:04,14分45秒,WEB,直接访问,39.149.215.57,	800303142930747397,测试环境-1,是,是,是,是,是,
2,	792726336467771393,	800307384944828417,	用户42775,	2024-01-18 10:24:20,8分31秒,WEB,直接访问,61.138.177.3,	800303142930747397,测试环境-1,是,是,是,是,是,
3,	790996128928768002,	800310677536382978,	用户42435,	2024-01-18 10:37:22,8分28秒,WEB,直接访问,39.189.22.213,	800303142930747397,测试环境-1,是,是,是,是,是,
4,	634477074911854592,	800314264253505537,	wanghui,	2024-01-18 11:04:07,20分58秒,WEB,直接访问,220.169.101.4,	800303142930747397,测试环境-1,是,是,是,是,是,
5,	759010897925771266,	800319914584973313,	朝日,	2024-01-18 11:30:44,25分7秒,WEB,直接访问,220.169.101.4,	800303142930747397,测试环境-1,是,是,是,是,是,
6,	792475678095319042,	800334289215688705,	用户42756,	2024-01-18 12:14:14,11分29秒,WEB,直接访问,222.191.234.6,	800303142930747397,测试环境-1,是,是,是,是,是,
7,	633748719031812096,	800339961294622722,	xiuyi,	2024-01-18 12:33:21,8分5秒,WEB,直接访问,113.201.37.239,	800303142930747397,测试环境-1,是,是,是,是,是,
8,	794290486587301890,	800346579109416961,	用户42939,	2024-01-18 13:08:13,16分39秒,WEB,直接访问,111.215.132.1,	800303142930747397,测试环境-1,是,是,是,是,是,
9,	793067703773569025,	800352155688116226,	用户42817,	2024-01-18 13:23:29,9分46秒,WEB,直接访问,111.215.132.1,	800303142930747397,测试环境-1,是,是,是,是,是,
10,	772056166992973826,	800355039913971713,	易笙,	2024-01-18 13:39:37,14分26秒,WEB,直接访问,223.104.112.176,	800303142930747397,测试环境-1,是,是,是,是,是,
11,	621680854329982976,	800368989669826561,	珍主,	2024-01-18 14:34:17,13分39秒,WEB,直接访问,140.249.23.45,	800303142930747397,测试环境-1,是,是,是,是,是,
12,	783652100818341890,	800377993255194626,	用户56756,	2024-01-18 15:08:55,12分32秒,WEB,直接访问,116.142.10.20,	800303142930747397,测试环境-1,是,是,是,是,是,
13,	755482622574202882,	800381673039728641,	追影,	2024-01-18 15:22:56,11分54秒,WEB,直接访问,210.34.59.71,	800303142930747397,测试环境-1,是,是,是,是,是,
14,	766966737248980993,	800381923540213761,	言,	2024-01-18 15:26:15,14分15秒,WEB,直接访问,113.251.145.101,	800303142930747397,测试环境-1,是,是,是,是,是,
15,	796468599748435970,	800406041304113154,	空蕴,	2024-01-18 16:55:56,8分5秒,WEB,直接访问,211.93.173.198,	800303142930747397,测试环境-1,是,是,是,是,是,
16,	796469824262905858,	800440053905231874,	用户43142,	2024-01-18 19:14:43,11分42秒,WEB,直接访问,183.227.22.20,	800303142930747397,测试环境-1,是,是,是,是,是,
17,	777135417253433345,	800730782833577985,	西瓜一,	2024-01-19 14:28:51,10分36秒,WEB,直接访问,39.144.66.216,	800303142930747397,测试环境-1,是,是,是,是,是,
18,	774978739443601410,	800753832677220354,	鹿易乐,	2024-01-19 16:01:46,11分55秒,WEB,直接访问,222.247.153.175,	800303142930747397,测试环境-1,是,是,是,是,是,
19,	796080806387916801,	800787660242296834,	用户43089,	2024-01-19 18:14:38,10分21秒,WEB,直接访问,223.66.117.75,	800303142930747397,测试环境-1,是,是,是,是,是,
20,	789237328983101441,	800836196497625089,	用户41844,	2024-01-19 21:26:54,9分45秒,WEB,直接访问,117.30.230.23,	800303142930747397,测试环境-1,是,是,是,是,是,
21,	796469535413772289,	801815323748864002,	用户43141,	2024-01-22 14:26:23,18分33秒,WEB,直接访问,117.136.124.145,	800303142930747397,测试环境-1,是,是,是,是,是,
