"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","trap2","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","subj_idx","friend_name","ParticipantID","Sex","Word","Word2","value","success","timeout","failed_images","failed_audio","failed_video","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","identity","Image","word","condition","task_id","screen_id","time_stamp","person","valence","domain","math","status","duration","question_order","trap2_item"
"5088","
   <p><div style='color:white; font-size: 25px'>您好，欢迎参加本次实验。</div></p>
   <p><div style='color:white; font-size: 25px'>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</div></p>
   <p><div style='color:white; font-size: 25px'>如果您未见过上述内容，请咨询实验员。</div></p>
   <p style='color:white; font-size: 25px'>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
   <p><div style = ""color: pink;font-size:30px;"">请确保您记得day0的实验编号，您将在本次实验输入该编号，若您忘记，请咨询实验员后作答。</div></p>
   <p><div style = ""color:lightblue;font-size:25px;"">请您尽可能认真地作答，我们将依据您在各问卷和按键任务中的作答质量发放报酬。</div></p>
   <p> <div style = ""color: green""><按空格键至下页></div> </p>
   "," ","html-keyboard-response","0","5092","0.0-0.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","call-function","1","5095","0.0-1.0-0.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41865","","[{""name"":""Sex"",""value"":""0""},{""name"":""friend_name"",""value"":""林""},{""name"":""ParticipantID"",""value"":""691""}]","survey-html-form","2","46963","0.0-1.0-1.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","preload","3","47721","0.0-2.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","fullscreen","4","48892","0.0-3.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","true","","","","","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44723.40000000596","","{""Q01"":""6"",""Q02"":""5"",""Q03"":""7"",""Q04"":""5"",""Q05"":""7""}","survey-template","5","93623","0.0-4.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","","","","","","","{""Q01"":""6"",""Q02"":""5"",""Q03"":""7"",""Q04"":""5"",""Q05"":""7""}","[0,1,2,3,4]","[""Q01"",""Q02"",""Q03"",""Q04"",""Q05""]","[22471.40000000596,24135.5,25223.5,27271.70000000298,28743.70000000298]","[]","[22471.40000000596,24135.5,25223.5,27271.70000000298,28743.70000000298,44719.5]","0.4","0.25","0","","","","","","","","","","","","","","","","","","","","","","",""
"16150.89999999851","","{""Q01"":""5"",""Q02"":""5"",""Q03"":""4"",""Q04"":""4"",""Q05"":""5"",""Q06"":""5""}","survey-template","6","109789","0.0-5.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","","","","","","","{""Q01"":""5"",""Q02"":""5"",""Q03"":""4"",""Q04"":""4"",""Q05"":""5"",""Q06"":""5""}","[0,1,2,3,4,5]","[""Q01"",""Q02"",""Q03"",""Q04"",""Q05"",""Q06""]","[3036.1999999955297,5068.19999999553,5940.0999999940395,8156,9363.19999999553,10731.89999999851]","[]","[3036.1999999955297,4484.29999999702,5068.19999999553,5940.0999999940395,8156,9363.19999999553,10731.89999999851,16148.39999999851]","0.3333333333333333","0.6","0","","","","","","","","","","","","","","","","","","","","","","",""
"27508","","{""Q01"":""-3"",""Q02"":""-1"",""Q03"":""0"",""Q04"":""0"",""Q05"":""-3"",""Q06"":""2"",""Q07"":""1"",""Q08"":""2""}","survey-template","7","137311","0.0-6.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","","","","","","","{""Q01"":""-3"",""Q02"":""-1"",""Q03"":""0"",""Q04"":""0"",""Q05"":""-3"",""Q06"":""2"",""Q07"":""1"",""Q08"":""2""}","[0,1,2,3,4,5,6,7]","[""Q01"",""Q02"",""Q03"",""Q04"",""Q05"",""Q06"",""Q07"",""Q08""]","[2664.60000000149,4552.89999999851,6696.69999999553,8776.60000000149,9704.60000000149,11200.39999999851,12760.39999999851,13728.29999999702]","[]","[2664.60000000149,4552.89999999851,6696.69999999553,8776.60000000149,9704.60000000149,11200.39999999851,12760.39999999851,13728.29999999702,27504.5]","0.25","0.5714285714285714","0","","","","","","","","","","","","","","","","","","","","","","",""
"17249","","","instructions","8","154570","0.0-7.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","","","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":17248}]","","","","","","","","","","","","","","","","","","","","","",""
"46458","","","instructions","9","201034","0.0-8.0-1.0-0.0","6","5","7","5","7","5","5","4","4","5","5","-3","-1","0","0","-3","2","1","2","4","5","4","5","4","5","4","5","4","5","5","5","4","5","4","4","4","4","5","5","2","6","5","5","3","6","2","4","3","1","5","2","5","2","3","6","5","4","5","4","3","6","6","5","3","6","5","5","7","6","5","7","5","5","6","6","5","5","3","6","793060622811144193","林","691","Male","[""坏他"",""好我"",""好他"",""坏我""]","[""弱他"",""强我"",""强他"",""弱我""]","","","","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1442},{""page_index"":1,""viewing_time"":43032},{""page_index"":2,""viewing_time"":1000},{""page_index"":3,""viewing_time"":984}]","","","","","","","","","","","","","","","","","","","","","",""
