Num,UserId,Subject IDs,Subject Name,Time,Duration,Source,Source Details,IP,NodeId,Node,Env_Q1,Env_Q2_item1,Env_Q2_item2,Env_Q2_item3,Env_Q2_item4,Env_Q3,Env_Q4,Env_Q5,Env_Q6,Env_Q7,Env_Q8,Env_Q9,Env_Q10,NodeId,Node,Env_Q1,Env_Q2,Env_Q3,Env_Q4,Env_Q5,
序号,用户ID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,节点id,节点名称,1、您是否参加过类似的实验？词汇分类？图形匹配？类似的问卷调查？,2、参加过哪种类似的实验？,2、参加过哪种类似的实验？,2、参加过哪种类似的实验？,2、参加过哪种类似的实验？,3、距离您上次参加此类测试的时间间隔为：,4、您在进行实验的过程中，实验是否正常进行？,5、您在按键行为实验的全程是否全屏？,6、请您描述一下具体出现的问题，以及发生问题的实验阶段？,7、您在进行实验的过程中，是否受到干扰？,8、请您描述一下具体受到什么干扰，以及干扰发生的时间点？,9、对此实验的建议和意见,10、您认为该实验的目的是什么？,节点id,节点名称,1、您当前是否处于一个安静的环境？,2、您当前设备的网络环境是否稳定？,3、您是否已经退出电脑上登陆的所有可能弹窗的相关软件 ？,4、您的手机是否也保持熄屏状态，或者不在视线范围内 ？,5、您是否平放电脑，并且保持身体挺直？,
1,	598867196789129216,	790604820418535426,	这是一个小天才,	2023-12-22 16:40:13,58分55秒,WEB,直接访问,219.151.28.79,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,没有	,不同人对自己的评价的反应	,	789990352051507203,测试环境-1,是,是,是,是,是,
2,	777148633652137985,	790605373009698817,	彩彩云,	2023-12-22 17:07:50,1小时22分40秒,WEB,直接访问,171.122.196.228,	789990351304921092,问题反馈,是,-888,-888,类似的问卷调查,-888,F.一年内,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,测试人的反应能力	,	789990352051507203,测试环境-1,是,是,是,是,是,
3,	682500248714608640,	790610035658199042,	木木兰啊,	2023-12-22 17:09:34,1小时2分15秒,WEB,直接访问,219.217.154.93,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,第二部分图形和文字离得太远只能用余光看图形，看久了研究不舒服	,不知道，眼睛看屏幕有点累	,	789990352051507203,测试环境-1,是,是,是,是,是,
4,	773271155669995521,	790651515504431106,	摩卡模卡,	2023-12-22 19:52:51,1小时6分,WEB,直接访问,183.217.28.70,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,好想知道几轮子实验的平均正确率，有因为准确率和反应情况而鞭策自己，但是有时候也会犯错，或者突然不小心晃了神，实验休息时间还是有点影响的	,自我认知与行为表现（如准确率和反应快慢）的关联影响	,	789990352051507203,测试环境-1,是,是,是,是,是,
5,	779745842755276801,	790651678419460098,	啵啵啵啵,	2023-12-22 19:58:07,1小时10分37秒,WEB,直接访问,111.14.47.218,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,无	,考察我经过练习是否可以提高判断速度	,	789990352051507203,测试环境-1,是,是,是,是,是,
6,	602312870918619136,	790656218711597058,	小怪兽,	2023-12-22 20:08:26,1小时2分54秒,WEB,直接访问,36.155.12.170,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,无	,探究人的判断和反应能力	,	789990352051507203,测试环境-1,是,是,是,是,是,
7,	656564688670162944,	790673090895028226,	波纹,	2023-12-22 21:15:02,1小时2分26秒,WEB,直接访问,111.7.106.60,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,无	,我认为目的是想了解人对自身的感受是什么，有什么影响	,	789990352051507203,测试环境-1,是,是,是,是,是,
8,	776480023275376642,	790675058514464769,	兰哈哈,	2023-12-22 21:28:16,1小时7分52秒,WEB,直接访问,183.197.196.216,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,无	,实验通过注意力及反应能力，来论证现在现代生活习惯下，人们能保持多久注意力，以及沉下心来时对个人性格各方面的思考	,	789990352051507203,测试环境-1,是,是,是,是,是,
9,	738081261448597505,	790694728256593922,	福气,	2023-12-22 22:47:15,1小时8分40秒,WEB,直接访问,61.189.20.55,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,没有建议以及意见	,人对自己的看法是什么	,	789990352051507203,测试环境-1,是,是,是,是,是,
10,	768533085213167618,	790734227183378434,	用户38213,	2023-12-23 01:06:48,51分17秒,WEB,直接访问,115.227.55.125,	789990351304921092,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,没有	,测试疲劳跟准确度吧	,	789990352051507203,测试环境-1,是,是,是,是,是,
