"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","subj_idx","friend_name","value","success","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","timeout","failed_images","failed_audio","failed_video","version_attrib2","version_target2","correct","IAT","screen_id","task_id","RT","condition","word","varname","summary","version_attrib","version_target","time_stamp","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","identity","Image","question_order"
"779","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">我的</p>","e","categorize-html","10","151723","0.0-6.0-1.0-2.0-1.0","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","11","1","moral","779","self","我的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","11","151974","0.0-6.0-1.0-2.0-0.1","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"532","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">自己</p>","e","categorize-html","12","152506","0.0-6.0-1.0-2.0-1.1","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","11","1","moral","532","self","自己","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","13","152757","0.0-6.0-1.0-2.0-0.2","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"468","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他人的</p>","e","categorize-html","14","153642","0.0-6.0-1.0-2.0-1.2","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","false","11","1","moral","468","other","他人的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","15","153893","0.0-6.0-1.0-2.0-0.3","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">我</p>","e","categorize-html","16","154409","0.0-6.0-1.0-2.0-1.3","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","11","1","moral","515","self","我","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","17","154661","0.0-6.0-1.0-2.0-0.4","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"428","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">别人</p>","i","categorize-html","18","155090","0.0-6.0-1.0-2.0-1.4","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","11","1","moral","428","other","别人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","19","155341","0.0-6.0-1.0-2.0-0.5","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"484","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他人</p>","e","categorize-html","20","156194","0.0-6.0-1.0-2.0-1.5","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","false","11","1","moral","484","other","他人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","21","156444","0.0-6.0-1.0-2.0-0.6","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"500","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他</p>","i","categorize-html","22","156946","0.0-6.0-1.0-2.0-1.6","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","11","1","moral","500","other","他","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","23","157196","0.0-6.0-1.0-2.0-0.7","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"549","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">自己的</p>","e","categorize-html","24","157746","0.0-6.0-1.0-2.0-1.7","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","11","1","moral","549","self","自己的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","25","157997","0.0-6.0-1.0-2.0-0.8","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"628","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">本人</p>","e","categorize-html","26","158626","0.0-6.0-1.0-2.0-1.8","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","11","1","moral","628","self","本人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","27","158877","0.0-6.0-1.0-2.0-0.9","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"388","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他的</p>","e","categorize-html","28","159594","0.0-6.0-1.0-2.0-1.9","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","false","11","1","moral","388","other","他的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","29","159846","0.0-6.0-1.0-2.0-0.10","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"651","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">别人的</p>","i","categorize-html","30","160498","0.0-6.0-1.0-2.0-1.10","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","11","1","moral","651","other","别人的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","31","160749","0.0-6.0-1.0-2.0-0.11","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"573","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">本人的</p>","i","categorize-html","32","161762","0.0-6.0-1.0-2.0-1.11","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","false","11","1","moral","573","self","本人的","","","","","","","","","","","","","","",""
"7743","
    <div class=""tag-bottom""><p>
    —— 任务2：对“积极”词和“消极”词分类 ——<p/>   
    <span style=""color:#78DCE8""><b>注意上方，类别标签和需要分类的词语都已经改变</b></span><p/>
    <span style=""color:#FFD866""><b>请根据上方标签的提示，尽可能正确并且快速地做出按键反应</b></span><p/>
    当按键错误时屏幕中会出现<span style=""color:red""> X </span>，需要按另一个键纠正才能继续<br/><p/>
    请把双手食指分别放在键盘的“E”键和“I”键上<p/>
    按<空格键>开始
    </p></div>"," ","html-keyboard-response","33","169505","0.0-6.0-1.0-3.0","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","34","169770","0.0-6.0-1.0-4.0-0.0","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"647","<p style=""color:white; font-size: 35px;"">诚信</p>","e","categorize-html","35","170418","0.0-6.0-1.0-4.0-1.0","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","12","2","moral","647","positive","诚信","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","36","170670","0.0-6.0-1.0-4.0-0.1","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"492","<p style=""color:white; font-size: 35px;"">不孝</p>","i","categorize-html","37","171162","0.0-6.0-1.0-4.0-1.1","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","12","2","moral","492","negative","不孝","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","38","171413","0.0-6.0-1.0-4.0-0.2","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452","<p style=""color:white; font-size: 35px;"">善良</p>","e","categorize-html","39","171866","0.0-6.0-1.0-4.0-1.2","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","12","2","moral","452","positive","善良","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","40","172117","0.0-6.0-1.0-4.0-0.3","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445","<p style=""color:white; font-size: 35px;"">高尚</p>","e","categorize-html","41","172562","0.0-6.0-1.0-4.0-1.3","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","12","2","moral","445","positive","高尚","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","42","172813","0.0-6.0-1.0-4.0-0.4","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421","<p style=""color:white; font-size: 35px;"">黑心</p>","e","categorize-html","43","173585","0.0-6.0-1.0-4.0-1.4","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","false","12","2","moral","421","negative","黑心","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","44","173836","0.0-6.0-1.0-4.0-0.5","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604","<p style=""color:white; font-size: 35px;"">卑鄙</p>","i","categorize-html","45","174442","0.0-6.0-1.0-4.0-1.5","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","12","2","moral","604","negative","卑鄙","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","46","174693","0.0-6.0-1.0-4.0-0.6","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"629","<p style=""color:white; font-size: 35px;"">廉正</p>","e","categorize-html","47","175322","0.0-6.0-1.0-4.0-1.6","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","true","12","2","moral","629","positive","廉正","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","48","175573","0.0-6.0-1.0-4.0-0.7","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"581","<p style=""color:white; font-size: 35px;"">小人</p>","e","categorize-html","49","176490","0.0-6.0-1.0-4.0-1.7","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","false","12","2","moral","581","negative","小人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","50","176741","0.0-6.0-1.0-4.0-0.8","3","2","3","3","3","3","3","3","4","4","4","3","4","3","4","3","4","3","4","4","2","3","4","3","4","4","3","2","2","1","0","1","1","0","0","0","1","0","1","-1","0","1","0","1","4","3","2","4","3","2","3","4","3","3","682910925522468864","颜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
