"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","subj_idx","friend_name","value","success","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","timeout","failed_images","failed_audio","failed_video","version_attrib2","version_target2","correct","IAT","screen_id","task_id","RT","condition","word","varname","summary","version_attrib","version_target","time_stamp","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","identity","Image","question_order"
"825","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">本人的</p>","e","categorize-html","10","115786","0.0-6.0-1.0-2.0-1.0","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","825","self","本人的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","11","116038","0.0-6.0-1.0-2.0-0.1","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1046","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">本人</p>","e","categorize-html","12","117088","0.0-6.0-1.0-2.0-1.1","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","1046","self","本人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","13","117340","0.0-6.0-1.0-2.0-0.2","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他人的</p>","i","categorize-html","14","117999","0.0-6.0-1.0-2.0-1.2","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","656","other","他人的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","15","118250","0.0-6.0-1.0-2.0-0.3","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"577","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他的</p>","i","categorize-html","16","118832","0.0-6.0-1.0-2.0-1.3","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","577","other","他的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","17","119083","0.0-6.0-1.0-2.0-0.4","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"583","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">别人的</p>","i","categorize-html","18","119670","0.0-6.0-1.0-2.0-1.4","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","583","other","别人的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","19","119922","0.0-6.0-1.0-2.0-0.5","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"417","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">别人</p>","i","categorize-html","20","120344","0.0-6.0-1.0-2.0-1.5","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","417","other","别人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","21","120595","0.0-6.0-1.0-2.0-0.6","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"639","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">自己的</p>","e","categorize-html","22","121238","0.0-6.0-1.0-2.0-1.6","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","639","self","自己的","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","23","121489","0.0-6.0-1.0-2.0-0.7","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"569","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他人</p>","i","categorize-html","24","122062","0.0-6.0-1.0-2.0-1.7","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","569","other","他人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","25","122313","0.0-6.0-1.0-2.0-0.8","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">我</p>","e","categorize-html","26","122832","0.0-6.0-1.0-2.0-1.8","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","514","self","我","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","27","123084","0.0-6.0-1.0-2.0-0.9","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"607","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">他</p>","i","categorize-html","28","123695","0.0-6.0-1.0-2.0-1.9","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","607","other","他","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","29","123946","0.0-6.0-1.0-2.0-0.10","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"554","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">自己</p>","e","categorize-html","30","124505","0.0-6.0-1.0-2.0-1.10","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","554","self","自己","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","31","124756","0.0-6.0-1.0-2.0-0.11","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448","<p style=""color:rgb(150, 250, 100); font-size: 35px;"">我的</p>","e","categorize-html","32","125208","0.0-6.0-1.0-2.0-1.11","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","11","1","moral","448","self","我的","","","","","","","","","","","","","","",""
"3858","
    <div class=""tag-bottom""><p>
    —— 任务2：对“积极”词和“消极”词分类 ——<p/>   
    <span style=""color:#78DCE8""><b>注意上方，类别标签和需要分类的词语都已经改变</b></span><p/>
    <span style=""color:#FFD866""><b>请根据上方标签的提示，尽可能正确并且快速地做出按键反应</b></span><p/>
    当按键错误时屏幕中会出现<span style=""color:red""> X </span>，需要按另一个键纠正才能继续<br/><p/>
    请把双手食指分别放在键盘的“E”键和“I”键上<p/>
    按<空格键>开始
    </p></div>"," ","html-keyboard-response","33","129067","0.0-6.0-1.0-3.0","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","34","129318","0.0-6.0-1.0-4.0-0.0","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1468","<p style=""color:white; font-size: 35px;"">君子</p>","e","categorize-html","35","130792","0.0-6.0-1.0-4.0-1.0","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","12","2","moral","1468","positive","君子","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","36","131043","0.0-6.0-1.0-4.0-0.1","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590","<p style=""color:white; font-size: 35px;"">廉正</p>","e","categorize-html","37","131638","0.0-6.0-1.0-4.0-1.1","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","12","2","moral","590","positive","廉正","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","38","131889","0.0-6.0-1.0-4.0-0.2","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"538","<p style=""color:white; font-size: 35px;"">小人</p>","i","categorize-html","39","132432","0.0-6.0-1.0-4.0-1.2","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","12","2","moral","538","negative","小人","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","40","132683","0.0-6.0-1.0-4.0-0.3","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"534","<p style=""color:white; font-size: 35px;"">善良</p>","e","categorize-html","41","133222","0.0-6.0-1.0-4.0-1.3","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","12","2","moral","534","positive","善良","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","42","133473","0.0-6.0-1.0-4.0-0.4","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"473","<p style=""color:white; font-size: 35px;"">不孝</p>","i","categorize-html","43","133951","0.0-6.0-1.0-4.0-1.4","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","12","2","moral","473","negative","不孝","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","44","134202","0.0-6.0-1.0-4.0-0.5","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"416","<p style=""color:white; font-size: 35px;"">卑鄙</p>","i","categorize-html","45","134622","0.0-6.0-1.0-4.0-1.5","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","12","2","moral","416","negative","卑鄙","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","46","134873","0.0-6.0-1.0-4.0-0.6","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"417","<p style=""color:white; font-size: 35px;"">不仁</p>","i","categorize-html","47","135294","0.0-6.0-1.0-4.0-1.6","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","12","2","moral","417","negative","不仁","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","48","135545","0.0-6.0-1.0-4.0-0.7","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"569","<p style=""color:white; font-size: 35px;"">正直</p>","e","categorize-html","49","136117","0.0-6.0-1.0-4.0-1.7","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","true","12","2","moral","569","positive","正直","","","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","50","136368","0.0-6.0-1.0-4.0-0.8","4","3","4","4","4","4","3","4","4","4","4","4","5","4","5","5","5","4","4","5","1","2","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","1","-1","0","0","0","1","5","1","2","2","1","2","4","2","3","2","628584680945352704","林","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
