"","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
"1",345,"Male","SRET_EW","EW_instructions","","","","","","","","0","","42935","","__","phase_012_subj_8"
"2",345,"Male","SRET_EW","EW_practice","friend","Negative","morality","徇私","","","","f","no","1225","","friend_Negative_morality","phase_012_subj_8"
"3",345,"Male","SRET_EW","EW_practice","friend","Positive","morality","忠实","","","","j","yes","477","","friend_Positive_morality","phase_012_subj_8"
"4",345,"Male","SRET_EW","EW_practice","self","Positive","ability","严谨","","","","j","yes","666","","self_Positive_ability","phase_012_subj_8"
"5",345,"Male","SRET_EW","EW_practice","self","Negative","ability","刻板","","","","f","no","701","","self_Negative_ability","phase_012_subj_8"
"6",345,"Male","SRET_EW","prac_instructions","","","","","","","","0","","37005","","__","phase_012_subj_8"
"7",345,"Male","SRET","EW_formal","friend","Positive","ability","务实","","","","j","yes","1089","","friend_Positive_ability","phase_012_subj_8"
"8",345,"Male","SRET","EW_formal","self","Positive","morality","坚贞","","","","j","yes","1071","","self_Positive_morality","phase_012_subj_8"
"9",345,"Male","SRET","EW_formal","friend","Negative","ability","迷糊","","","","f","no","680","","friend_Negative_ability","phase_012_subj_8"
"10",345,"Male","SRET","EW_formal","self","Negative","morality","说谎","","","","f","no","800","","self_Negative_morality","phase_012_subj_8"
"11",345,"Male","SRET","EW_formal","self","Negative","ability","粗心","","","","f","no","722","","self_Negative_ability","phase_012_subj_8"
"12",345,"Male","SRET","EW_formal","friend","Negative","morality","下流","","","","f","no","571","","friend_Negative_morality","phase_012_subj_8"
"13",345,"Male","SRET","EW_formal","friend","Positive","ability","学霸","","","","j","yes","710","","friend_Positive_ability","phase_012_subj_8"
"14",345,"Male","SRET","EW_formal","self","Negative","ability","马虎","","","","f","no","787","","self_Negative_ability","phase_012_subj_8"
"15",345,"Male","SRET","EW_formal","friend","Negative","ability","毛糙","","","","f","no","846","","friend_Negative_ability","phase_012_subj_8"
"16",345,"Male","SRET","EW_formal","self","Positive","ability","博识","","","","j","yes","1167","","self_Positive_ability","phase_012_subj_8"
"17",345,"Male","SRET","EW_formal","self","Negative","ability","差生","","","","f","no","628","","self_Negative_ability","phase_012_subj_8"
"18",345,"Male","SRET","EW_formal","friend","Positive","morality","无私","","","","j","yes","1075","","friend_Positive_morality","phase_012_subj_8"
"19",345,"Male","SRET","EW_formal","self","Negative","ability","迂拙","","","","f","no","880","","self_Negative_ability","phase_012_subj_8"
"20",345,"Male","SRET","EW_formal","self","Negative","ability","外行","","","","f","no","796","","self_Negative_ability","phase_012_subj_8"
"21",345,"Male","SRET","EW_formal","self","Positive","morality","文明","","","","j","yes","617","","self_Positive_morality","phase_012_subj_8"
"22",345,"Male","SRET","EW_formal","friend","Positive","ability","专注","","","","j","yes","539","","friend_Positive_ability","phase_012_subj_8"
"23",345,"Male","SRET","EW_formal","self","Negative","morality","虚假","","","","f","no","683","","self_Negative_morality","phase_012_subj_8"
"24",345,"Male","SRET","EW_formal","self","Positive","morality","君子","","","","j","yes","899","","self_Positive_morality","phase_012_subj_8"
"25",345,"Male","SRET","EW_formal","self","Negative","morality","不端","","","","f","no","975","","self_Negative_morality","phase_012_subj_8"
"26",345,"Male","SRET","EW_formal","friend","Positive","ability","果断","","","","j","yes","976","","friend_Positive_ability","phase_012_subj_8"
"27",345,"Male","SRET","EW_formal","friend","Negative","ability","盲目","","","","f","no","621","","friend_Negative_ability","phase_012_subj_8"
"28",345,"Male","SRET","EW_formal","friend","Negative","morality","淫乱","","","","f","no","725","","friend_Negative_morality","phase_012_subj_8"
"29",345,"Male","SRET","EW_formal","friend","Positive","morality","淡泊","","","","j","yes","760","","friend_Positive_morality","phase_012_subj_8"
"30",345,"Male","SRET","EW_formal","friend","Negative","ability","愚蠢","","","","f","no","677","","friend_Negative_ability","phase_012_subj_8"
"31",345,"Male","SRET","EW_formal","friend","Negative","morality","贪污","","","","f","no","566","","friend_Negative_morality","phase_012_subj_8"
"32",345,"Male","SRET","EW_formal","self","Positive","ability","懂行","","","","j","yes","683","","self_Positive_ability","phase_012_subj_8"
"33",345,"Male","SRET","EW_formal","friend","Positive","morality","高洁","","","","j","yes","581","","friend_Positive_morality","phase_012_subj_8"
"34",345,"Male","SRET","EW_formal","self","Positive","ability","博学","","","","j","yes","602","","self_Positive_ability","phase_012_subj_8"
"35",345,"Male","SRET","EW_formal","friend","Negative","morality","刻薄","","","","f","no","582","","friend_Negative_morality","phase_012_subj_8"
"36",345,"Male","SRET","EW_formal","friend","Negative","morality","不孝","","","","f","no","586","","friend_Negative_morality","phase_012_subj_8"
"37",345,"Male","SRET","EW_formal","self","Positive","morality","仁厚","","","","j","yes","697","","self_Positive_morality","phase_012_subj_8"
"38",345,"Male","SRET","EW_formal","friend","Positive","morality","诚信","","","","j","yes","514","","friend_Positive_morality","phase_012_subj_8"
"39",345,"Male","SRET","EW_formal","self","Positive","ability","敏捷","","","","j","yes","527","","self_Positive_ability","phase_012_subj_8"
"40",345,"Male","SRET","EW_formal","friend","Negative","ability","愚钝","","","","f","no","742","","friend_Negative_ability","phase_012_subj_8"
"41",345,"Male","SRET","EW_formal","friend","Positive","ability","上进","","","","j","yes","761","","friend_Positive_ability","phase_012_subj_8"
"42",345,"Male","SRET","EW_formal","friend","Positive","morality","慈悲","","","","j","yes","761","","friend_Positive_morality","phase_012_subj_8"
"43",345,"Male","SRET","EW_formal","self","Positive","ability","中用","","","","j","yes","622","","self_Positive_ability","phase_012_subj_8"
"44",345,"Male","SRET","EW_formal","self","Negative","morality","低劣","","","","f","no","582","","self_Negative_morality","phase_012_subj_8"
"45",345,"Male","SRET","EW_formal","self","Positive","ability","远见","","","","j","yes","846","","self_Positive_ability","phase_012_subj_8"
"46",345,"Male","SRET","EW_formal","self","Positive","ability","骁勇","","","","j","yes","630","","self_Positive_ability","phase_012_subj_8"
"47",345,"Male","SRET","EW_formal","friend","Negative","ability","逞能","","","","f","no","716","","friend_Negative_ability","phase_012_subj_8"
"48",345,"Male","SRET","EW_formal","self","Negative","ability","怠惰","","","","f","no","660","","self_Negative_ability","phase_012_subj_8"
"49",345,"Male","SRET","EW_formal","self","Positive","morality","廉明","","","","j","yes","847","","self_Positive_morality","phase_012_subj_8"
"50",345,"Male","SRET","EW_formal","self","Positive","morality","守时","","","","j","yes","607","","self_Positive_morality","phase_012_subj_8"
"51",345,"Male","SRET","EW_formal","self","Negative","ability","庸碌","","","","f","no","776","","self_Negative_ability","phase_012_subj_8"
"52",345,"Male","SRET","EW_formal","self","Positive","morality","奉献","","","","j","yes","561","","self_Positive_morality","phase_012_subj_8"
"53",345,"Male","SRET","EW_formal","friend","Negative","morality","小人","","","","f","no","615","","friend_Negative_morality","phase_012_subj_8"
"54",345,"Male","SRET","EW_formal","self","Positive","ability","独立","","","","j","yes","672","","self_Positive_ability","phase_012_subj_8"
"55",345,"Male","SRET","EW_formal","friend","Positive","ability","利落","","","","j","yes","1720","","friend_Positive_ability","phase_012_subj_8"
"56",345,"Male","SRET","EW_formal","friend","Positive","morality","守法","","","","j","yes","592","","friend_Positive_morality","phase_012_subj_8"
"57",345,"Male","SRET","EW_formal","self","Negative","ability","业余","","","","f","no","756","","self_Negative_ability","phase_012_subj_8"
"58",345,"Male","SRET","EW_formal","friend","Negative","ability","拙笨","","","","f","no","605","","friend_Negative_ability","phase_012_subj_8"
"59",345,"Male","SRET","EW_formal","self","Negative","morality","不良","","","","f","no","686","","self_Negative_morality","phase_012_subj_8"
"60",345,"Male","SRET","EW_formal","friend","Positive","ability","毅力","","","","j","yes","561","","friend_Positive_ability","phase_012_subj_8"
"61",345,"Male","SRET","EW_formal","friend","Positive","ability","变通","","","","j","yes","771","","friend_Positive_ability","phase_012_subj_8"
"62",345,"Male","SRET","EW_formal","self","Positive","morality","孝顺","","","","j","yes","548","","self_Positive_morality","phase_012_subj_8"
"63",345,"Male","SRET","EW_formal","self","Positive","morality","刚正","","","","j","yes","599","","self_Positive_morality","phase_012_subj_8"
"64",345,"Male","SRET","EW_formal","self","Positive","morality","敬业","","","","j","yes","891","","self_Positive_morality","phase_012_subj_8"
"65",345,"Male","SRET","EW_formal","self","Negative","morality","失信","","","","f","no","527","","self_Negative_morality","phase_012_subj_8"
"66",345,"Male","SRET","EW_formal","friend","Negative","ability","拖延","","","","f","no","1149","","friend_Negative_ability","phase_012_subj_8"
"67",345,"Male","SRET","EW_formal","self","Positive","ability","自律","","","","j","yes","652","","self_Positive_ability","phase_012_subj_8"
"68",345,"Male","SRET","EW_formal","self","Negative","morality","奸诈","","","","f","no","621","","self_Negative_morality","phase_012_subj_8"
"69",345,"Male","SRET","EW_formal","friend","Positive","ability","勤奋","","","","j","yes","602","","friend_Positive_ability","phase_012_subj_8"
"70",345,"Male","SRET","EW_formal","self","Negative","ability","无知","","","","f","no","591","","self_Negative_ability","phase_012_subj_8"
"71",345,"Male","SRET","EW_formal","self","Negative","morality","黑心","","","","f","no","542","","self_Negative_morality","phase_012_subj_8"
"72",345,"Male","SRET","EW_formal","self","Negative","morality","虚伪","","","","f","no","1200","","self_Negative_morality","phase_012_subj_8"
"73",345,"Male","SRET","EW_formal","self","Positive","ability","娴熟","","","","j","yes","585","","self_Positive_ability","phase_012_subj_8"
"74",345,"Male","SRET","EW_formal","friend","Negative","morality","混账","","","","f","no","616","","friend_Negative_morality","phase_012_subj_8"
"75",345,"Male","SRET","EW_formal","friend","Positive","ability","顶事","","","","j","yes","1076","","friend_Positive_ability","phase_012_subj_8"
"76",345,"Male","SRET","EW_formal","self","Negative","morality","龌龊","","","","f","no","1015","","self_Negative_morality","phase_012_subj_8"
"77",345,"Male","SRET","EW_formal","friend","Negative","ability","昏庸","","","","f","no","811","","friend_Negative_ability","phase_012_subj_8"
"78",345,"Male","SRET","EW_formal","friend","Negative","morality","贪腐","","","","f","no","630","","friend_Negative_morality","phase_012_subj_8"
"79",345,"Male","SRET","EW_formal","friend","Positive","ability","果决","","","","j","yes","845","","friend_Positive_ability","phase_012_subj_8"
"80",345,"Male","SRET","EW_formal","self","Negative","morality","恶劣","","","","f","no","573","","self_Negative_morality","phase_012_subj_8"
"81",345,"Male","SRET","EW_formal","friend","Positive","morality","仗义","","","","j","yes","1034","","friend_Positive_morality","phase_012_subj_8"
"82",345,"Male","SRET","EW_formal","friend","Negative","ability","才尽","","","","f","no","626","","friend_Negative_ability","phase_012_subj_8"
"83",345,"Male","SRET","EW_formal","friend","Negative","ability","短视","","","","f","no","960","","friend_Negative_ability","phase_012_subj_8"
"84",345,"Male","SRET","EW_formal","friend","Positive","morality","正气","","","","j","yes","756","","friend_Positive_morality","phase_012_subj_8"
"85",345,"Male","SRET","EW_formal","friend","Negative","morality","伪善","","","","f","no","676","","friend_Negative_morality","phase_012_subj_8"
"86",345,"Male","SRET","EW_formal","friend","Positive","morality","慷慨","","","","j","yes","792","","friend_Positive_morality","phase_012_subj_8"
"87",345,"Male","SRET","EW_formal","self","Negative","ability","畏难","","","","f","no","610","","self_Negative_ability","phase_012_subj_8"
"88",345,"Male","SRET","EW_formal","friend","Negative","morality","卑鄙","","","","f","no","602","","friend_Negative_morality","phase_012_subj_8"
"89",345,"Male","SRET","EW_formal","friend","Positive","morality","廉正","","","","j","yes","636","","friend_Positive_morality","phase_012_subj_8"
"90",345,"Male","SRET","EW_formal","self","Positive","morality","侠义","","","","j","yes","1029","","self_Positive_morality","phase_012_subj_8"
"91",345,"Male","SRET","EW_formal","self","Positive","ability","主见","","","","j","yes","925","","self_Positive_ability","phase_012_subj_8"
"92",345,"Male","SRET","EW_formal","friend","Negative","morality","低俗","","","","f","no","612","","friend_Negative_morality","phase_012_subj_8"
"93",345,"Male","SRET","EW_formal","friend","Positive","morality","素养","","","","j","yes","1150","","friend_Positive_morality","phase_012_subj_8"
"94",345,"Male","SRET","EW_formal","self","Negative","ability","缓慢","","","","f","no","640","","self_Negative_ability","phase_012_subj_8"
"95",345,"Male","SRET_math","math_instructions","","","","","","","","0","","10725","","__","phase_012_subj_8"
"96",345,"Male","SRET","SRET_math_calculate","","","","","9-2= ?","7","","7","7","1812","1","__","phase_012_subj_8"
"97",345,"Male","SRET","SRET_math_calculate","","","","","3*3= ?","9","","9","9","1917","1","__","phase_012_subj_8"
