"X","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
460,681,"Female","SRET_EW","EW_instructions","","","","","",NA,"","0","","7096",NA,"__","phase_015_subj_16"
461,681,"Female","SRET_EW","EW_practice","friend","Positive","morality","忠实","",NA,"","j","yes","628",NA,"friend_Positive_morality","phase_015_subj_16"
462,681,"Female","SRET_EW","EW_practice","self","Positive","ability","严谨","",NA,"","j","yes","1111",NA,"self_Positive_ability","phase_015_subj_16"
463,681,"Female","SRET_EW","EW_practice","friend","Negative","morality","徇私","",NA,"","f","no","1281",NA,"friend_Negative_morality","phase_015_subj_16"
464,681,"Female","SRET_EW","EW_practice","self","Negative","ability","刻板","",NA,"","f","no","1199",NA,"self_Negative_ability","phase_015_subj_16"
465,681,"Female","SRET_EW","prac_instructions","","","","","",NA,"","0","","4999",NA,"__","phase_015_subj_16"
466,681,"Female","SRET","EW_formal","friend","Negative","ability","迷糊","",NA,"","j","yes","1076",NA,"friend_Negative_ability","phase_015_subj_16"
467,681,"Female","SRET","EW_formal","friend","Positive","ability","务实","",NA,"","j","yes","1338",NA,"friend_Positive_ability","phase_015_subj_16"
468,681,"Female","SRET","EW_formal","self","Positive","morality","坚贞","",NA,"","j","yes","1309",NA,"self_Positive_morality","phase_015_subj_16"
469,681,"Female","SRET","EW_formal","self","Negative","morality","说谎","",NA,"","j","yes","1375",NA,"self_Negative_morality","phase_015_subj_16"
470,681,"Female","SRET","EW_formal","friend","Negative","ability","毛糙","",NA,"","f","no","1322",NA,"friend_Negative_ability","phase_015_subj_16"
471,681,"Female","SRET","EW_formal","friend","Negative","morality","利己","",NA,"","j","yes","1341",NA,"friend_Negative_morality","phase_015_subj_16"
472,681,"Female","SRET","EW_formal","self","Negative","ability","独断","",NA,"","j","yes","1151",NA,"self_Negative_ability","phase_015_subj_16"
473,681,"Female","SRET","EW_formal","friend","Positive","morality","诚信","",NA,"","j","yes","751",NA,"friend_Positive_morality","phase_015_subj_16"
474,681,"Female","SRET","EW_formal","self","Negative","ability","无能","",NA,"","f","no","1314",NA,"self_Negative_ability","phase_015_subj_16"
475,681,"Female","SRET","EW_formal","self","Positive","morality","善心","",NA,"","f","no","773",NA,"self_Positive_morality","phase_015_subj_16"
476,681,"Female","SRET","EW_formal","self","Negative","morality","狡诈","",NA,"","f","no","1092",NA,"self_Negative_morality","phase_015_subj_16"
477,681,"Female","SRET","EW_formal","self","Negative","ability","新手","",NA,"","j","yes","1397",NA,"self_Negative_ability","phase_015_subj_16"
478,681,"Female","SRET","EW_formal","friend","Positive","ability","利落","",NA,"","f","no","1139",NA,"friend_Positive_ability","phase_015_subj_16"
479,681,"Female","SRET","EW_formal","friend","Positive","morality","仗义","",NA,"","j","yes","978",NA,"friend_Positive_morality","phase_015_subj_16"
480,681,"Female","SRET","EW_formal","friend","Positive","morality","君子","",NA,"","j","yes","849",NA,"friend_Positive_morality","phase_015_subj_16"
481,681,"Female","SRET","EW_formal","self","Negative","morality","不仁","",NA,"","f","no","1163",NA,"self_Negative_morality","phase_015_subj_16"
482,681,"Female","SRET","EW_formal","friend","Positive","ability","努力","",NA,"","j","yes","842",NA,"friend_Positive_ability","phase_015_subj_16"
483,681,"Female","SRET","EW_formal","self","Negative","morality","蛇蝎","",NA,"","f","no","917",NA,"self_Negative_morality","phase_015_subj_16"
484,681,"Female","SRET","EW_formal","self","Positive","morality","好心","",NA,"","f","no","849",NA,"self_Positive_morality","phase_015_subj_16"
485,681,"Female","SRET","EW_formal","self","Positive","ability","周到","",NA,"","j","yes","1137",NA,"self_Positive_ability","phase_015_subj_16"
486,681,"Female","SRET","EW_formal","friend","Negative","morality","奸险","",NA,"","j","yes","911",NA,"friend_Negative_morality","phase_015_subj_16"
487,681,"Female","SRET","EW_formal","self","Negative","ability","废物","",NA,"","null","","null",NA,"self_Negative_ability","phase_015_subj_16"
488,681,"Female","SRET","EW_formal","self","Positive","morality","慈悲","",NA,"","j","yes","1210",NA,"self_Positive_morality","phase_015_subj_16"
489,681,"Female","SRET","EW_formal","friend","Positive","morality","仁爱","",NA,"","j","yes","1057",NA,"friend_Positive_morality","phase_015_subj_16"
490,681,"Female","SRET","EW_formal","friend","Positive","ability","毅力","",NA,"","f","no","1292",NA,"friend_Positive_ability","phase_015_subj_16"
491,681,"Female","SRET","EW_formal","self","Positive","morality","高尚","",NA,"","j","yes","776",NA,"self_Positive_morality","phase_015_subj_16"
492,681,"Female","SRET","EW_formal","friend","Positive","ability","独立","",NA,"","j","yes","726",NA,"friend_Positive_ability","phase_015_subj_16"
493,681,"Female","SRET","EW_formal","friend","Positive","ability","骁勇","",NA,"","j","yes","1521",NA,"friend_Positive_ability","phase_015_subj_16"
494,681,"Female","SRET","EW_formal","self","Positive","morality","廉明","",NA,"","j","yes","1201",NA,"self_Positive_morality","phase_015_subj_16"
495,681,"Female","SRET","EW_formal","self","Negative","morality","淫乱","",NA,"","f","no","823",NA,"self_Negative_morality","phase_015_subj_16"
496,681,"Female","SRET","EW_formal","friend","Negative","ability","外行","",NA,"","j","yes","883",NA,"friend_Negative_ability","phase_015_subj_16"
497,681,"Female","SRET","EW_formal","friend","Positive","morality","坦荡","",NA,"","j","yes","875",NA,"friend_Positive_morality","phase_015_subj_16"
498,681,"Female","SRET","EW_formal","friend","Negative","ability","笨蛋","",NA,"","j","yes","749",NA,"friend_Negative_ability","phase_015_subj_16"
499,681,"Female","SRET","EW_formal","friend","Positive","ability","上进","",NA,"","j","yes","742",NA,"friend_Positive_ability","phase_015_subj_16"
500,681,"Female","SRET","EW_formal","friend","Negative","ability","愚蠢","",NA,"","f","no","732",NA,"friend_Negative_ability","phase_015_subj_16"
501,681,"Female","SRET","EW_formal","friend","Positive","morality","厚道","",NA,"","f","no","764",NA,"friend_Positive_morality","phase_015_subj_16"
502,681,"Female","SRET","EW_formal","friend","Positive","ability","稳健","",NA,"","f","no","1073",NA,"friend_Positive_ability","phase_015_subj_16"
503,681,"Female","SRET","EW_formal","friend","Negative","morality","小人","",NA,"","f","no","801",NA,"friend_Negative_morality","phase_015_subj_16"
504,681,"Female","SRET","EW_formal","self","Negative","ability","依靠","",NA,"","j","yes","626",NA,"self_Negative_ability","phase_015_subj_16"
505,681,"Female","SRET","EW_formal","self","Negative","morality","不良","",NA,"","f","no","714",NA,"self_Negative_morality","phase_015_subj_16"
506,681,"Female","SRET","EW_formal","self","Positive","morality","忠义","",NA,"","j","yes","623",NA,"self_Positive_morality","phase_015_subj_16"
507,681,"Female","SRET","EW_formal","self","Positive","morality","礼貌","",NA,"","f","no","551",NA,"self_Positive_morality","phase_015_subj_16"
508,681,"Female","SRET","EW_formal","self","Positive","ability","扎实","",NA,"","j","yes","622",NA,"self_Positive_ability","phase_015_subj_16"
509,681,"Female","SRET","EW_formal","self","Positive","ability","精干","",NA,"","f","no","713",NA,"self_Positive_ability","phase_015_subj_16"
510,681,"Female","SRET","EW_formal","self","Positive","ability","智慧","",NA,"","f","no","584",NA,"self_Positive_ability","phase_015_subj_16"
511,681,"Female","SRET","EW_formal","friend","Positive","morality","热心","",NA,"","j","yes","727",NA,"friend_Positive_morality","phase_015_subj_16"
512,681,"Female","SRET","EW_formal","friend","Negative","morality","邪恶","",NA,"","j","yes","617",NA,"friend_Negative_morality","phase_015_subj_16"
513,681,"Female","SRET","EW_formal","friend","Negative","morality","自私","",NA,"","j","yes","472",NA,"friend_Negative_morality","phase_015_subj_16"
514,681,"Female","SRET","EW_formal","self","Positive","ability","自律","",NA,"","j","yes","836",NA,"self_Positive_ability","phase_015_subj_16"
515,681,"Female","SRET","EW_formal","friend","Negative","morality","贪污","",NA,"","f","no","773",NA,"friend_Negative_morality","phase_015_subj_16"
516,681,"Female","SRET","EW_formal","self","Negative","ability","差生","",NA,"","f","no","853",NA,"self_Negative_ability","phase_015_subj_16"
517,681,"Female","SRET","EW_formal","friend","Positive","ability","博学","",NA,"","j","yes","833",NA,"friend_Positive_ability","phase_015_subj_16"
518,681,"Female","SRET","EW_formal","friend","Negative","morality","混账","",NA,"","f","no","756",NA,"friend_Negative_morality","phase_015_subj_16"
519,681,"Female","SRET","EW_formal","self","Positive","morality","奉献","",NA,"","f","no","699",NA,"self_Positive_morality","phase_015_subj_16"
520,681,"Female","SRET","EW_formal","self","Positive","ability","无敌","",NA,"","j","yes","646",NA,"self_Positive_ability","phase_015_subj_16"
521,681,"Female","SRET","EW_formal","self","Negative","ability","逞能","",NA,"","f","no","746",NA,"self_Negative_ability","phase_015_subj_16"
522,681,"Female","SRET","EW_formal","self","Negative","morality","失信","",NA,"","f","no","541",NA,"self_Negative_morality","phase_015_subj_16"
523,681,"Female","SRET","EW_formal","self","Negative","ability","驽钝","",NA,"","f","no","693",NA,"self_Negative_ability","phase_015_subj_16"
524,681,"Female","SRET","EW_formal","friend","Negative","ability","盲目","",NA,"","j","yes","730",NA,"friend_Negative_ability","phase_015_subj_16"
525,681,"Female","SRET","EW_formal","self","Positive","morality","敬业","",NA,"","j","yes","618",NA,"self_Positive_morality","phase_015_subj_16"
526,681,"Female","SRET","EW_formal","friend","Negative","morality","无耻","",NA,"","j","yes","937",NA,"friend_Negative_morality","phase_015_subj_16"
527,681,"Female","SRET","EW_formal","self","Positive","ability","果断","",NA,"","f","no","804",NA,"self_Positive_ability","phase_015_subj_16"
528,681,"Female","SRET","EW_formal","friend","Negative","ability","逞强","",NA,"","f","no","787",NA,"friend_Negative_ability","phase_015_subj_16"
529,681,"Female","SRET","EW_formal","self","Positive","ability","懂行","",NA,"","f","no","730",NA,"self_Positive_ability","phase_015_subj_16"
530,681,"Female","SRET","EW_formal","friend","Negative","morality","背叛","",NA,"","f","no","656",NA,"friend_Negative_morality","phase_015_subj_16"
531,681,"Female","SRET","EW_formal","self","Negative","morality","偏私","",NA,"","f","no","1018",NA,"self_Negative_morality","phase_015_subj_16"
532,681,"Female","SRET","EW_formal","friend","Negative","ability","无助","",NA,"","j","yes","517",NA,"friend_Negative_ability","phase_015_subj_16"
533,681,"Female","SRET","EW_formal","friend","Positive","morality","忠良","",NA,"","j","yes","660",NA,"friend_Positive_morality","phase_015_subj_16"
534,681,"Female","SRET","EW_formal","friend","Positive","ability","中用","",NA,"","j","yes","763",NA,"friend_Positive_ability","phase_015_subj_16"
535,681,"Female","SRET","EW_formal","self","Positive","ability","沉着","",NA,"","j","yes","856",NA,"self_Positive_ability","phase_015_subj_16"
536,681,"Female","SRET","EW_formal","self","Positive","ability","顶事","",NA,"","f","no","807",NA,"self_Positive_ability","phase_015_subj_16"
537,681,"Female","SRET","EW_formal","friend","Positive","morality","文明","",NA,"","f","no","1075",NA,"friend_Positive_morality","phase_015_subj_16"
