"X","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
1,37,"Female","SRET_EW","EW_instructions","","","","","",NA,"","0","",129526,NA,"__","phase_004_subj_1"
2,37,"Female","SRET_EW","EW_practice","friend","Positive","morality","忠实","",NA,"","j","yes",2413,NA,"friend_Positive_morality","phase_004_subj_1"
3,37,"Female","SRET_EW","EW_practice","friend","Negative","morality","徇私","",NA,"","f","no",2287,NA,"friend_Negative_morality","phase_004_subj_1"
4,37,"Female","SRET_EW","EW_practice","self","Positive","ability","严谨","",NA,"","j","yes",1455,NA,"self_Positive_ability","phase_004_subj_1"
5,37,"Female","SRET_EW","EW_practice","self","Negative","ability","刻板","",NA,"","f","no",3686,NA,"self_Negative_ability","phase_004_subj_1"
6,37,"Female","SRET_EW","prac_instructions","","","","","",NA,"","0","",169135,NA,"__","phase_004_subj_1"
7,37,"Female","SRET","EW_formal","self","Positive","morality","坚贞","",NA,"","j","yes",4141,NA,"self_Positive_morality","phase_004_subj_1"
8,37,"Female","SRET","EW_formal","friend","Positive","ability","务实","",NA,"","j","yes",5776,NA,"friend_Positive_ability","phase_004_subj_1"
9,37,"Female","SRET","EW_formal","friend","Negative","ability","迷糊","",NA,"","f","no",7998,NA,"friend_Negative_ability","phase_004_subj_1"
10,37,"Female","SRET","EW_formal","self","Negative","morality","说谎","",NA,"","f","no",3987,NA,"self_Negative_morality","phase_004_subj_1"
11,37,"Female","SRET","EW_formal","friend","Negative","morality","背叛","",NA,"","f","no",3743,NA,"friend_Negative_morality","phase_004_subj_1"
12,37,"Female","SRET","EW_formal","friend","Negative","morality","拜金","",NA,"","f","no",3136,NA,"friend_Negative_morality","phase_004_subj_1"
13,37,"Female","SRET","EW_formal","friend","Positive","morality","诚信","",NA,"","j","yes",2494,NA,"friend_Positive_morality","phase_004_subj_1"
14,37,"Female","SRET","EW_formal","friend","Negative","morality","恶劣","",NA,"","f","no",2782,NA,"friend_Negative_morality","phase_004_subj_1"
15,37,"Female","SRET","EW_formal","friend","Positive","ability","专注","",NA,"","j","yes",4735,NA,"friend_Positive_ability","phase_004_subj_1"
16,37,"Female","SRET","EW_formal","friend","Positive","ability","上进","",NA,"","j","yes",4582,NA,"friend_Positive_ability","phase_004_subj_1"
17,37,"Female","SRET","EW_formal","friend","Negative","ability","逞能","",NA,"","f","no",2415,NA,"friend_Negative_ability","phase_004_subj_1"
18,37,"Female","SRET","EW_formal","self","Positive","ability","博学","",NA,"","j","yes",3135,NA,"self_Positive_ability","phase_004_subj_1"
19,37,"Female","SRET","EW_formal","self","Positive","morality","勤恳","",NA,"","j","yes",5599,NA,"self_Positive_morality","phase_004_subj_1"
20,37,"Female","SRET","EW_formal","friend","Negative","ability","无能","",NA,"","f","no",3629,NA,"friend_Negative_ability","phase_004_subj_1"
21,37,"Female","SRET","EW_formal","friend","Negative","morality","龌龊","",NA,"","f","no",6007,NA,"friend_Negative_morality","phase_004_subj_1"
22,37,"Female","SRET","EW_formal","self","Positive","ability","努力","",NA,"","j","yes",4806,NA,"self_Positive_ability","phase_004_subj_1"
23,37,"Female","SRET","EW_formal","friend","Positive","morality","忠义","",NA,"","j","yes",4855,NA,"friend_Positive_morality","phase_004_subj_1"
24,37,"Female","SRET","EW_formal","friend","Positive","morality","奉献","",NA,"","j","yes",3744,NA,"friend_Positive_morality","phase_004_subj_1"
25,37,"Female","SRET","EW_formal","self","Negative","ability","短视","",NA,"","f","no",4893,NA,"self_Negative_ability","phase_004_subj_1"
26,37,"Female","SRET","EW_formal","self","Positive","ability","毅力","",NA,"","j","yes",6807,NA,"self_Positive_ability","phase_004_subj_1"
27,37,"Female","SRET","EW_formal","self","Negative","morality","歹毒","",NA,"","f","no",3752,NA,"self_Negative_morality","phase_004_subj_1"
28,37,"Female","SRET","EW_formal","friend","Positive","ability","刻苦","",NA,"","j","yes",4525,NA,"friend_Positive_ability","phase_004_subj_1"
29,37,"Female","SRET","EW_formal","self","Negative","ability","笨蛋","",NA,"","f","no",1895,NA,"self_Negative_ability","phase_004_subj_1"
30,37,"Female","SRET","EW_formal","self","Positive","ability","学霸","",NA,"","j","yes",1814,NA,"self_Positive_ability","phase_004_subj_1"
31,37,"Female","SRET","EW_formal","self","Positive","ability","精干","",NA,"","j","yes",918,NA,"self_Positive_ability","phase_004_subj_1"
32,37,"Female","SRET","EW_formal","self","Positive","ability","勤奋","",NA,"","j","yes",848,NA,"self_Positive_ability","phase_004_subj_1"
33,37,"Female","SRET","EW_formal","self","Negative","ability","愚蠢","",NA,"","f","no",2257,NA,"self_Negative_ability","phase_004_subj_1"
34,37,"Female","SRET","EW_formal","friend","Negative","ability","犹豫","",NA,"","f","no",1493,NA,"friend_Negative_ability","phase_004_subj_1"
35,37,"Female","SRET","EW_formal","friend","Negative","morality","虚假","",NA,"","f","no",2080,NA,"friend_Negative_morality","phase_004_subj_1"
36,37,"Female","SRET","EW_formal","self","Negative","ability","外行","",NA,"","f","no",1750,NA,"self_Negative_ability","phase_004_subj_1"
37,37,"Female","SRET","EW_formal","self","Positive","morality","侠义","",NA,"","j","yes",1542,NA,"self_Positive_morality","phase_004_subj_1"
38,37,"Female","SRET","EW_formal","friend","Negative","ability","愚痴","",NA,"","f","no",4744,NA,"friend_Negative_ability","phase_004_subj_1"
39,37,"Female","SRET","EW_formal","self","Positive","morality","刚正","",NA,"","j","yes",883,NA,"self_Positive_morality","phase_004_subj_1"
40,37,"Female","SRET","EW_formal","self","Positive","morality","孝顺","",NA,"","j","yes",1508,NA,"self_Positive_morality","phase_004_subj_1"
41,37,"Female","SRET","EW_formal","self","Negative","morality","不良","",NA,"","f","no",1190,NA,"self_Negative_morality","phase_004_subj_1"
42,37,"Female","SRET","EW_formal","self","Negative","ability","马虎","",NA,"","f","no",5664,NA,"self_Negative_ability","phase_004_subj_1"
43,37,"Female","SRET","EW_formal","friend","Negative","morality","黑心","",NA,"","j","yes",2102,NA,"friend_Negative_morality","phase_004_subj_1"
44,37,"Female","SRET","EW_formal","self","Positive","ability","周到","",NA,"","j","yes",2367,NA,"self_Positive_ability","phase_004_subj_1"
45,37,"Female","SRET","EW_formal","friend","Negative","ability","独断","",NA,"","f","no",1348,NA,"friend_Negative_ability","phase_004_subj_1"
46,37,"Female","SRET","EW_formal","self","Positive","morality","无私","",NA,"","j","yes",1134,NA,"self_Positive_morality","phase_004_subj_1"
47,37,"Female","SRET","EW_formal","friend","Positive","ability","智慧","",NA,"","j","yes",1920,NA,"friend_Positive_ability","phase_004_subj_1"
48,37,"Female","SRET","EW_formal","friend","Positive","ability","独立","",NA,"","j","yes",1455,NA,"friend_Positive_ability","phase_004_subj_1"
49,37,"Female","SRET","EW_formal","friend","Negative","ability","弱智","",NA,"","f","no",812,NA,"friend_Negative_ability","phase_004_subj_1"
50,37,"Female","SRET","EW_formal","self","Negative","morality","伪善","",NA,"","j","yes",967,NA,"self_Negative_morality","phase_004_subj_1"
51,37,"Female","SRET","EW_formal","friend","Positive","morality","爱国","",NA,"","j","yes",999,NA,"friend_Positive_morality","phase_004_subj_1"
52,37,"Female","SRET","EW_formal","self","Negative","ability","愚钝","",NA,"","f","no",1119,NA,"self_Negative_ability","phase_004_subj_1"
53,37,"Female","SRET","EW_formal","friend","Positive","morality","敬业","",NA,"","j","yes",2191,NA,"friend_Positive_morality","phase_004_subj_1"
54,37,"Female","SRET","EW_formal","friend","Positive","ability","果决","",NA,"","j","yes",3473,NA,"friend_Positive_ability","phase_004_subj_1"
55,37,"Female","SRET","EW_formal","self","Negative","morality","自私","",NA,"","f","no",933,NA,"self_Negative_morality","phase_004_subj_1"
56,37,"Female","SRET","EW_formal","self","Positive","morality","坦荡","",NA,"","j","yes",775,NA,"self_Positive_morality","phase_004_subj_1"
57,37,"Female","SRET","EW_formal","self","Negative","morality","不孝","",NA,"","f","no",2111,NA,"self_Negative_morality","phase_004_subj_1"
58,37,"Female","SRET","EW_formal","self","Positive","morality","善良","",NA,"","j","yes",2997,NA,"self_Positive_morality","phase_004_subj_1"
59,37,"Female","SRET","EW_formal","self","Negative","morality","蛇蝎","",NA,"","f","no",3069,NA,"self_Negative_morality","phase_004_subj_1"
