"X","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
1,446,"Male","SRET_EW","EW_instructions","","","","","",NA,"","0","","16950",NA,"__","phase_014_subj_42"
2,446,"Male","SRET_EW","EW_practice","self","Positive","ability","严谨","",NA,"","f","yes","1827",NA,"self_Positive_ability","phase_014_subj_42"
3,446,"Male","SRET_EW","EW_practice","friend","Negative","morality","徇私","",NA,"","j","no","1602",NA,"friend_Negative_morality","phase_014_subj_42"
4,446,"Male","SRET_EW","EW_practice","self","Negative","ability","刻板","",NA,"","j","no","1117",NA,"self_Negative_ability","phase_014_subj_42"
5,446,"Male","SRET_EW","EW_practice","friend","Positive","morality","忠实","",NA,"","f","yes","1235",NA,"friend_Positive_morality","phase_014_subj_42"
6,446,"Male","SRET_EW","prac_instructions","","","","","",NA,"","0","","10229",NA,"__","phase_014_subj_42"
7,446,"Male","SRET","EW_formal","self","Positive","morality","坚贞","",NA,"","f","yes","965",NA,"self_Positive_morality","phase_014_subj_42"
8,446,"Male","SRET","EW_formal","friend","Negative","ability","迷糊","",NA,"","j","no","1064",NA,"friend_Negative_ability","phase_014_subj_42"
9,446,"Male","SRET","EW_formal","friend","Positive","ability","务实","",NA,"","f","yes","1145",NA,"friend_Positive_ability","phase_014_subj_42"
10,446,"Male","SRET","EW_formal","self","Negative","morality","说谎","",NA,"","j","no","962",NA,"self_Negative_morality","phase_014_subj_42"
11,446,"Male","SRET","EW_formal","friend","Positive","ability","全才","",NA,"","f","yes","1482",NA,"friend_Positive_ability","phase_014_subj_42"
12,446,"Male","SRET","EW_formal","friend","Positive","morality","诚信","",NA,"","f","yes","891",NA,"friend_Positive_morality","phase_014_subj_42"
13,446,"Male","SRET","EW_formal","self","Positive","morality","刚正","",NA,"","f","yes","889",NA,"self_Positive_morality","phase_014_subj_42"
14,446,"Male","SRET","EW_formal","friend","Positive","ability","智慧","",NA,"","f","yes","1045",NA,"friend_Positive_ability","phase_014_subj_42"
15,446,"Male","SRET","EW_formal","friend","Positive","morality","宽容","",NA,"","f","yes","1052",NA,"friend_Positive_morality","phase_014_subj_42"
16,446,"Male","SRET","EW_formal","friend","Positive","ability","肯干","",NA,"","f","yes","926",NA,"friend_Positive_ability","phase_014_subj_42"
