"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","trap2","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","subj_idx","friend_name","ParticipantID","Sex","Word","Word2","value","success","timeout","failed_images","failed_audio","failed_video","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","identity","Image","word","condition","task_id","screen_id","time_stamp","person","valence","domain","math","status","duration","question_order","trap2_item"
"14311","
   <p><div style='color:white; font-size: 25px'>您好，欢迎参加本次实验。</div></p>
   <p><div style='color:white; font-size: 25px'>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</div></p>
   <p><div style='color:white; font-size: 25px'>如果您未见过上述内容，请咨询实验员。</div></p>
   <p style='color:white; font-size: 25px'>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
   <p><div style = ""color: pink;font-size:30px;"">请确保您记得day0的实验编号，您将在本次实验输入该编号，若您忘记，请咨询实验员后作答。</div></p>
   <p><div style = ""color:lightblue;font-size:25px;"">请您尽可能认真地作答，我们将依据您在各问卷和按键任务中的作答质量发放报酬。</div></p>
   <p> <div style = ""color: green""><按空格键至下页></div> </p>
   "," ","html-keyboard-response","0","14313","0.0-0.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","call-function","1","14315","0.0-1.0-0.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18856","","[{""name"":""Sex"",""value"":""1""},{""name"":""friend_name"",""value"":""封""},{""name"":""ParticipantID"",""value"":""320""}]","survey-html-form","2","33172","0.0-1.0-1.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","preload","3","33575","0.0-2.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","fullscreen","4","65089","0.0-3.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","true","","","","","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21186.79999998212","","{""Q01"":""3"",""Q02"":""3"",""Q03"":""4"",""Q04"":""2"",""Q05"":""3""}","survey-template","5","86279","0.0-4.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","","","","","","","{""Q01"":""3"",""Q02"":""3"",""Q03"":""4"",""Q04"":""2"",""Q05"":""3""}","[0,1,2,3,4]","[""Q01"",""Q02"",""Q03"",""Q04"",""Q05""]","[7686.4000000059605,9350.699999988079,11300.299999982119,13768.59999999404,20375.09999999404]","[]","[7686.4000000059605,9350.699999988079,11300.299999982119,13768.59999999404,20375.09999999404,21185.90000000596]","0.6","0.5","0","","","","","","","","","","","","","","","","","","","","","","",""
"31718.100000023842","","{""Q01"":""4"",""Q02"":""3"",""Q03"":""3"",""Q04"":""4"",""Q05"":""3"",""Q06"":""4""}","survey-template","6","118003","0.0-5.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","","","","","","","{""Q01"":""4"",""Q02"":""3"",""Q03"":""3"",""Q04"":""4"",""Q05"":""3"",""Q06"":""4""}","[0,1,2,3,4,5]","[""Q01"",""Q02"",""Q03"",""Q04"",""Q06"",""Q05""]","[6963.800000011921,13638,15117.300000011921,21099.70000001788,26229.80000001192,27869.100000023842]","[]","[5051.700000017881,6963.800000011921,12518.600000023842,13638,15117.300000011921,18709.600000023842,21099.70000001788,22015.100000023842,26229.80000001192,27869.100000023842,31717.5]","0.5","0.8","0","","","","","","","","","","","","","","","","","","","","","","",""
"44924.80000001192","","{""Q01"":""1"",""Q02"":""0"",""Q03"":""0"",""Q04"":""1"",""Q05"":""-1"",""Q06"":""0"",""Q07"":""2"",""Q08"":""0""}","survey-template","7","162932","0.0-6.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","","","","","","","{""Q01"":""1"",""Q02"":""0"",""Q03"":""0"",""Q04"":""1"",""Q05"":""-1"",""Q06"":""0"",""Q07"":""2"",""Q08"":""0""}","[0,1,2,3,4,5,6,7]","[""Q01"",""Q02"",""Q02"",""Q03"",""Q04"",""Q05"",""Q06"",""Q07"",""Q08""]","[9447.09999999404,12810.90000000596,14847,24928.20000001788,30171.5,32884.40000000596,35505.59999999404,40031.80000001192,43126.5]","[]","[6180.700000017881,9447.09999999404,12810.90000000596,14847,24928.20000001788,30171.5,32884.40000000596,35505.59999999404,40031.80000001192,43126.5,44923.80000001192]","0.5","0.42857142857142855","0","","","","","","","","","","","","","","","","","","","","","","",""
"57651","","","instructions","8","220587","0.0-7.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","","","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":57650}]","","","","","","","","","","","","","","","","","","","","","",""
"92584","","","instructions","9","313172","0.0-8.0-0.0-0.0","3","3","4","2","3","4","3","3","4","3","4","1","0","0","1","-1","0","2","0","4","4","5","4","3","1","3","3","4","4","6","5","6","6","7","7","6","7","7","5","6","4","6","5","5","5","6","4","4","1","5","4","4","4","5","4","4","7","5","5","5","4","5","5","5","6","4","4","3","6","7","5","5","6","6","3","5","6","5","5","772063807198728193","封","320","Female","[""坏我"",""好她"",""好我"",""坏她""]","[""弱我"",""强她"",""强我"",""弱她""]","","","","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":26190},{""page_index"":1,""viewing_time"":48779},{""page_index"":2,""viewing_time"":13773},{""page_index"":3,""viewing_time"":3842}]","","","","","","","","","","","","","","","","","","","","","",""
